subject,Cluster,phase,muscle,n_points,mean_IMF,SD_IMF,CV_IMF
604,1,CoolDown,SCMR,5,99.44350269084809,13.581655058654524,13.657659566635981
604,1,CoolDown,STL,5,42.41855647979838,24.52194932529366,57.809485659824645
604,1,CoolDown,STR,5,87.03807579581272,20.133419390712028,23.131737698273678
604,1,CoolDown,UTL,5,39.817418582452255,22.850749372492647,57.388826764784525
604,1,CoolDown,UTR,5,125.85505672543954,11.524590165260847,9.15703386507738
604,1,Warmup,MTL,21,48.06864739214989,4.956723775961469,10.31176046108373
604,1,Warmup,MTR,21,39.493467480765375,5.4025397853220625,13.679578244055875
604,1,Warmup,SCML,21,52.642076678221635,12.513376426651966,23.770673986022345
604,1,Warmup,SCMR,21,57.83482451344893,15.250093068087025,26.368357121133418
604,1,Warmup,STL,21,62.312974022727516,19.461387129661656,31.231677567762166
604,1,Warmup,STR,21,75.1757438898043,9.455515795977922,12.577881250950048
604,1,Warmup,UTL,21,39.06470848519615,3.73628562166593,9.564350449669481
604,1,Warmup,UTR,21,44.87677486957899,8.31799818364726,18.53519600689009
605,0,CoolDown,MTL,16,47.14562621146752,20.725807953827896,43.961252865460146
605,0,CoolDown,MTR,16,50.95979491027325,20.99956208670914,41.20809772426248
605,0,CoolDown,SCML,16,24.760832864378173,7.4910451349141995,30.253607283505744
605,0,CoolDown,SCMR,16,68.78009128993936,28.658654826752176,41.66707878584068
605,0,CoolDown,STL,16,93.97861564434442,42.19186090452356,44.89517175289722
605,0,CoolDown,STR,16,68.27987244419434,10.968374722873856,16.063847705395748
605,0,CoolDown,UTL,16,77.28381166760458,28.359070624285373,36.69471007234595
605,0,CoolDown,UTR,16,31.451259926217727,13.130625600541288,41.74912430009081
605,0,Warmup,MTL,17,67.14703130401924,25.650263303068996,38.20014497280335
605,0,Warmup,MTR,17,54.43558628941086,22.15991982625407,40.70851686696126
605,0,Warmup,SCML,17,119.99368696660405,72.81104137812385,60.67906005620796
605,0,Warmup,SCMR,17,86.56729452078203,29.379329181989153,33.93813950710464
605,0,Warmup,STL,17,65.61694995966822,17.980273675095987,27.40187358014606
605,0,Warmup,STR,17,85.39030887128125,6.463683554654872,7.56957509592609
605,0,Warmup,UTL,17,78.44609353922668,31.025790175475574,39.55045914422908
605,0,Warmup,UTR,17,50.08073938625799,13.687503729314571,27.330873898939245
606,0,CoolDown,MTL,5,74.63264890077735,42.49564283054763,56.93974883170066
606,0,CoolDown,MTR,5,56.22459608878936,34.63739970729164,61.60542203378853
606,0,CoolDown,SCML,5,192.4842044036134,20.326372161317614,10.560020872515832
606,0,CoolDown,SCMR,5,201.68823080960743,22.03916692587824,10.927344068322506
606,0,CoolDown,STL,5,175.67685183614614,154.88474482440083,88.1645721707615
606,0,CoolDown,STR,5,63.82792225026266,8.559444280697852,13.410187859691186
606,0,CoolDown,UTL,5,96.64227726293689,37.74315958093274,39.05450145617332
606,0,CoolDown,UTR,5,113.44962983040418,8.328305467220046,7.340971918260136
606,0,Warmup,MTL,21,67.36280217829827,39.01108260479834,57.91190589361531
606,0,Warmup,MTR,21,64.79024820543539,29.937843634403283,46.20732975042336
606,0,Warmup,SCML,21,177.6491437926975,67.00137313811663,37.715562094857006
606,0,Warmup,SCMR,21,223.95511530422922,52.348119719944364,23.374380017546226
606,0,Warmup,STL,21,70.60231458857004,19.216663764205233,27.218178152074717
606,0,Warmup,STR,21,57.78718461264201,16.69533754232499,28.89107274257583
606,0,Warmup,UTL,21,53.30903510432515,26.09233251140138,48.94542259175954
606,0,Warmup,UTR,21,122.91091203678184,30.75802533658408,25.024649827168766
607,0,CoolDown,MTL,13,48.09796593702053,16.02502965057743,33.31747889621902
607,0,CoolDown,MTR,13,69.26107094930957,27.052403240210037,39.05859795325575
607,0,CoolDown,SCML,13,177.84703884872712,18.36175153696331,10.324462895658005
607,0,CoolDown,SCMR,13,129.2873324387112,42.488487555807154,32.86361219955472
607,0,CoolDown,STL,13,46.25100404503895,15.200694346063974,32.865652670505554
607,0,CoolDown,STR,13,68.26063325781953,7.729461349795749,11.323453916112488
607,0,CoolDown,UTL,13,65.105406692351,37.76008800811824,57.99839049704383
607,0,CoolDown,UTR,13,89.80852199760473,13.292110531628639,14.800500259856356
607,0,Warmup,MTL,17,53.493989895849374,15.052837285256889,28.13930558285922
607,0,Warmup,MTR,17,49.37454072895228,13.524150193690451,27.390938718666703
607,0,Warmup,SCML,17,157.59835527072016,18.413617102058943,11.683889130967325
607,0,Warmup,SCMR,17,166.71999271170657,23.360650839356552,14.011907306013358
607,0,Warmup,STL,17,60.438204205761615,16.575514605945138,27.425557763949882
607,0,Warmup,STR,17,66.49967940848161,6.318593939067605,9.50169082809399
607,0,Warmup,UTL,17,94.7473308386331,48.620092418966,51.315527296248874
607,0,Warmup,UTR,17,91.98141496943076,9.963466218324706,10.832042779115737
608,0,CoolDown,MTL,20,89.9893799527742,32.94732424488958,36.612458339173024
608,0,CoolDown,MTR,20,76.18333833689556,23.717528658621763,31.13217296115176
608,0,CoolDown,SCML,20,157.3188437751389,18.763912100781177,11.927313760073819
608,0,CoolDown,SCMR,20,142.26225491144515,49.32900046901092,34.67469322746012
608,0,CoolDown,STL,20,74.33252841012921,20.358744243781842,27.388741751730294
608,0,CoolDown,STR,20,88.08854813609526,7.468803243401215,8.478744855531103
608,0,CoolDown,UTL,20,68.12981406096634,27.307409330183397,40.08143821697093
608,0,CoolDown,UTR,20,65.72876334516137,16.13843087637206,24.55307243744164
608,0,Warmup,MTL,16,78.471831426249,35.80200853998456,45.62402570358351
608,0,Warmup,MTR,16,60.77658975801914,16.837894397814903,27.70457254158989
608,0,Warmup,SCML,16,153.50465828800102,38.6950344258502,25.207726499903142
608,0,Warmup,SCMR,16,79.03457762771214,24.792560433579638,31.36925783340499
608,0,Warmup,STL,16,86.53786031388734,8.59833370138546,9.935921306810522
608,0,Warmup,STR,16,89.91433752266619,6.1873654107937135,6.881400209653952
608,0,Warmup,UTL,16,60.088788845119744,18.076181628258794,30.08245294284525
608,0,Warmup,UTR,16,60.90164446945539,9.384048662553216,15.408530827537328
609,0,CoolDown,MTL,10,44.819606918753934,17.28825225699555,38.57296715773203
609,0,CoolDown,MTR,10,90.3395201956134,37.70247668529403,41.734200717090744
609,0,CoolDown,SCML,10,142.06214692997898,61.64406419037017,43.39232196790178
609,0,CoolDown,SCMR,10,74.4325614900735,29.83548941094708,40.083921356013
609,0,CoolDown,STL,10,77.13374315705197,27.43239047337585,35.56470793530761
609,0,CoolDown,STR,10,83.33645661455809,10.556605825344198,12.667452222224743
609,0,CoolDown,UTL,10,55.22415852489324,21.907325790419375,39.66982272902225
609,0,CoolDown,UTR,10,94.84148964057752,2.7418400923469446,2.8909711379879677
609,0,Warmup,MTL,17,47.02057670895642,15.348652727709812,32.642417005460125
609,0,Warmup,MTR,17,44.31350971444829,15.274152431173444,34.46838792413085
609,0,Warmup,SCML,17,53.31744993531228,16.649719458708756,31.22752396993691
609,0,Warmup,SCMR,17,70.97223468210443,29.39923681251278,41.423574929261406
609,0,Warmup,STL,17,76.38636867112069,23.325817142957884,30.5366226314364
609,0,Warmup,STR,17,83.91907682975202,23.58966349876903,28.110013110160594
609,0,Warmup,UTL,17,59.79087100913607,25.102142303061516,41.98323570035616
609,0,Warmup,UTR,17,85.62570602194191,23.470500117668834,27.410577042896943
610,0,CoolDown,MTL,18,89.37244349159847,34.67656199497218,38.80006033205524
610,0,CoolDown,MTR,18,232.71294832047437,88.15089622258894,37.879669721340264
610,0,CoolDown,SCML,18,192.52869667593106,34.393947185613875,17.864322451372843
610,0,CoolDown,SCMR,18,92.8739757925753,31.107872049808485,33.494713437577815
610,0,CoolDown,STL,18,90.15056178070444,26.771845920373732,29.696815406982747
610,0,CoolDown,STR,18,86.76018923531419,17.783527616655743,20.4973361323851
610,0,CoolDown,UTL,18,135.00352315988354,15.01430260124051,11.121415389625941
610,0,CoolDown,UTR,18,78.36762768852851,16.34548749588328,20.85744838525454
610,0,Warmup,MTL,33,54.75122465917135,13.14032290623559,24.000052944997393
610,0,Warmup,MTR,33,67.27185355409813,19.444346736195293,28.904134060404175
610,0,Warmup,SCML,33,93.70766080924619,34.62517727817674,36.950209811192146
610,0,Warmup,SCMR,33,77.51876049474039,32.055130700023625,41.35144898530537
610,0,Warmup,STL,33,94.01082373648413,24.446176889984052,26.003576948232688
610,0,Warmup,STR,33,72.54688848803822,13.258444255085418,18.27568973860473
610,0,Warmup,UTL,33,113.98926064146416,13.041567812546107,11.441049568315362
610,0,Warmup,UTR,33,102.43875311369878,25.860562919679708,25.244902084054615
611,0,CoolDown,MTL,28,60.06198943380016,15.25397315958017,25.397049454036114
611,0,CoolDown,MTR,28,60.02625951742073,16.11087775221563,26.839716287069248
611,0,CoolDown,SCML,28,108.36883637877209,42.36109713644312,39.08974069665388
611,0,CoolDown,SCMR,28,90.32522860716645,41.164410776466184,45.57354729263334
611,0,CoolDown,STL,28,63.063302409671195,17.00958074316313,26.97223280929004
611,0,CoolDown,STR,28,92.5404834226903,6.939253044233392,7.498613350156688
611,0,CoolDown,UTL,28,54.523852394990506,14.03388964087921,25.738991330276217
611,0,CoolDown,UTR,28,70.56658484934879,14.020629083963655,19.86865187524098
611,0,Warmup,MTL,24,52.81477131667616,13.865544222703544,26.253155844538377
611,0,Warmup,MTR,24,52.356237390485596,14.931464940993806,28.518980135320447
611,0,Warmup,SCML,24,159.81991572860014,86.86128262388607,54.349473423193686
611,0,Warmup,SCMR,24,176.45219177860312,45.87410187895487,25.99803460447445
611,0,Warmup,STL,24,72.8235244595369,28.264304445312586,38.81205236230656
611,0,Warmup,STR,24,111.29868935716286,22.32031948938886,20.054431564563966
611,0,Warmup,UTL,24,45.72833791191298,11.646397555589907,25.468665793242902
611,0,Warmup,UTR,24,60.98501218334429,5.724157628339583,9.386171164696293
612,0,CoolDown,MTL,7,77.74829759100511,39.76960635021887,51.15173911514677
612,0,CoolDown,MTR,7,138.34623541928855,36.22226463573611,26.182327640471463
612,0,CoolDown,SCML,7,63.742170451449056,51.976930176838515,81.54245424766034
612,0,CoolDown,SCMR,7,68.88727838026557,45.09902429660444,65.46785612236373
612,0,CoolDown,STL,7,57.5966248698071,12.679103641189984,22.013622620856964
612,0,CoolDown,STR,7,47.30640901217407,12.886039386008418,27.239521356804442
612,0,CoolDown,UTL,7,93.89821970090141,11.485857507271632,12.232242042349787
612,0,CoolDown,UTR,7,135.0590831314335,24.749460686665646,18.324913891634054
613,0,Warmup,MTL,13,81.65110697468606,29.16620043718411,35.72052053896389
613,0,Warmup,MTR,13,75.34065384374895,25.553251426997182,33.91694938033425
613,0,Warmup,SCMR,13,129.13341894771273,74.7805832957806,57.909551148847015
613,0,Warmup,STL,13,68.10671976682107,40.69019542023253,59.744758754414704
613,0,Warmup,STR,13,73.03195147877197,32.34060876682471,44.28282157601263
613,0,Warmup,UTL,13,76.64891851723591,32.74437929034428,42.71994950976523
613,0,Warmup,UTR,13,75.26369709824972,29.475170265649883,39.16253306979167
614,0,CoolDown,MTL,10,73.13199253930608,32.28536988557176,44.14671167098233
614,0,CoolDown,MTR,10,69.03019815611654,37.284110042839906,54.01130380434274
614,0,CoolDown,SCML,10,69.1302419215602,33.783436397149856,48.8692581684913
614,0,CoolDown,SCMR,10,45.21978198052852,19.13833717427086,42.32293110681462
614,0,CoolDown,STL,10,51.52253920347829,28.301562170732133,54.9304490971623
614,0,CoolDown,STR,10,80.53523118213597,6.838357079528467,8.491137331018583
614,0,CoolDown,UTL,10,42.01838148633181,22.050013070823876,52.47706430100488
614,0,CoolDown,UTR,10,62.82748469861042,6.145434800101733,9.781443311923093
614,0,Warmup,MTL,40,54.79897936618166,8.103838950147951,14.78830270906306
614,0,Warmup,MTR,40,51.62258941661294,7.601571766751287,14.725281805226503
614,0,Warmup,SCML,40,139.96124533690212,34.888517137023896,24.927269726018366
614,0,Warmup,SCMR,40,108.52248811951722,30.650232231730794,28.24320817080355
614,0,Warmup,STL,40,80.58526313000334,23.642082079382856,29.337972181393155
614,0,Warmup,STR,40,80.6853069079425,9.42191840165055,11.677365759295483
614,0,Warmup,UTL,40,55.59932958969504,13.178947743971676,23.70342923417966
614,0,Warmup,UTR,40,78.1592015149784,13.945876851560831,17.842911111225014
615,0,CoolDown,MTL,13,81.0354530106922,11.102905397502404,13.701293674556783
615,0,CoolDown,MTR,13,74.10934591576124,12.531865106121048,16.90996587713214
615,0,CoolDown,SCML,13,87.34590614162929,15.867714570503871,18.166523505720754
615,0,CoolDown,SCMR,13,143.60128710156852,41.32307326535657,28.77625549144901
615,0,CoolDown,STL,13,82.65154466617608,10.417197771487576,12.603754489479806
615,0,CoolDown,STR,13,124.1312304902626,14.728657946856156,11.865392688596234
615,0,CoolDown,UTL,13,97.4272398020288,11.720775933213202,12.030286352184158
615,0,CoolDown,UTR,13,101.35203382248966,9.016756225234264,8.896472902582717
615,0,Warmup,MTL,16,67.65459888701308,26.549324348833824,39.24245326348422
615,0,Warmup,MTR,16,64.02801225536173,19.16736969173347,29.935912449208335
615,0,Warmup,SCML,16,74.59513537172514,9.154369328054162,12.27207281337554
615,0,Warmup,SCMR,16,181.01669480397678,39.988265436634165,22.090926740175824
615,0,Warmup,STL,16,67.40448946414057,18.82976824832736,27.935480853014788
615,0,Warmup,STR,16,120.80285124742076,21.684357148078412,17.950203098820808
615,0,Warmup,UTL,16,63.34021134246234,26.27609490642653,41.48406572936618
615,0,Warmup,UTR,16,67.90470830988559,17.806198380314022,26.22233247664476
616,1,CoolDown,MTL,15,113.18285083057172,35.537908331321646,31.39866867686508
616,1,CoolDown,MTR,15,80.43519039579817,26.42800734767369,32.85627499310831
616,1,CoolDown,SCML,15,33.88148981846225,21.85599572692633,64.50718620707421
616,1,CoolDown,SCMR,15,112.1824131390817,123.00204097944832,109.64467382864429
616,1,CoolDown,STL,15,65.16184163905042,31.181085056007625,47.851755370464105
616,1,CoolDown,STR,15,77.16709393693075,26.68661458692178,34.582894372999135
616,1,CoolDown,UTL,15,89.30573792700974,30.65527535872862,34.32621024170184
616,1,CoolDown,UTR,15,131.85768773838555,34.56777473655775,26.2159721814192
618,0,CoolDown,MTL,40,74.98280276359606,14.69630011920699,19.599560936047062
618,0,CoolDown,MTR,40,49.89682839005142,17.918138658712245,35.910375943423325
618,0,CoolDown,SCML,40,79.3847284762021,9.629366575152481,12.129998754154794
618,0,CoolDown,SCMR,40,81.8358007479941,29.38159677776853,35.903109041782926
618,0,CoolDown,STL,40,80.96041779378267,22.617344406830156,27.93629902508612
618,0,CoolDown,STR,40,133.90858105279963,18.600319070509375,13.890311527664789
618,0,CoolDown,UTL,40,216.41967722261398,46.41625356388745,21.447335177449084
618,0,CoolDown,UTR,40,100.94416009135213,18.21870239880392,18.048297575923574
619,1,CoolDown,MTL,5,53.22328313031306,33.41671426420984,62.78589425306894
619,1,CoolDown,MTR,5,54.02363325257341,36.53310109344696,67.62429495003784
619,1,CoolDown,SCML,5,86.63790073468253,16.838884415369414,19.435933087686806
619,1,CoolDown,SCMR,5,46.42030709110011,31.680876701616025,68.24788263343913
619,1,CoolDown,STL,5,54.223720783138496,33.02505154104809,60.90517409000383
619,1,CoolDown,STR,5,72.43168606456138,12.823565970059136,17.704359330568334
619,1,CoolDown,UTL,5,73.63221124795191,40.88719045077441,55.528945495184615
619,1,CoolDown,UTR,5,91.64008899880972,15.764434209716864,17.202552269369384
620,0,CoolDown,MTL,15,85.63746639154631,33.46567153787327,39.07830643291524
620,0,CoolDown,MTR,15,63.961316409262395,26.001666956889345,40.65217605984729
620,0,CoolDown,SCML,15,134.79230496675632,41.66378446282369,30.909616445166648
620,0,CoolDown,SCMR,15,130.25698743200152,56.07196037743502,43.04718041072956
620,0,CoolDown,STL,15,69.16359240501053,28.510259284440757,41.22148415526106
620,0,CoolDown,STR,15,89.70591300360576,26.11196220086551,29.108406933906274
620,0,CoolDown,UTL,15,102.24473207028076,29.658982522212796,29.007834361408342
620,0,CoolDown,UTR,15,91.5067008482878,26.161743949386654,28.589976151321565
620,0,Warmup,MTL,14,85.53742262239732,25.769768018290524,30.12689326875148
620,0,Warmup,MTR,14,74.31822851068772,23.663059610198562,31.840182529102634
620,0,Warmup,SCML,14,162.7855043724487,20.594399085472933,12.651248749000107
620,0,Warmup,SCMR,14,132.62945395753502,40.34461118178152,30.419043416026547
620,0,Warmup,STL,14,75.8903448830292,24.86385219739059,32.762866258828545
620,0,Warmup,STR,14,137.13142356924013,38.78345663270018,28.28196165637974
620,0,Warmup,UTL,14,98.47165277666124,20.41901486150018,20.735931900941637
620,0,Warmup,UTR,14,88.46727586176097,7.13608221243892,8.066352380500296
621,0,CoolDown,MTR,17,73.20850737166887,38.83264003747197,53.043889886081594
621,0,CoolDown,SCML,17,87.9796772673995,21.037373551486358,23.91162846340841
621,0,CoolDown,SCMR,17,91.86372990930477,48.47381226950124,52.76708480850763
621,0,CoolDown,STL,17,72.26691885241912,23.397012306271975,32.37582655772623
621,0,CoolDown,STR,17,69.14790688240429,12.762359377753725,18.456609828346515
621,0,CoolDown,UTL,17,54.96522981120477,18.040748818185925,32.82211114217571
621,0,CoolDown,UTR,17,55.08292837611099,9.957187291564837,18.07672101885416
622,0,CoolDown,MTL,21,83.1792451320834,26.10219439079424,31.380657938582633
622,0,CoolDown,MTR,21,77.36717874828376,28.0414186242082,36.24459244590232
622,0,CoolDown,SCML,21,150.20856809934648,43.35865606316136,28.86563437212474
622,0,CoolDown,SCMR,21,42.87589955262031,13.295984749130922,31.01039252322428
622,0,CoolDown,STL,21,74.79462477512654,43.628608748811345,58.33120880007454
622,0,CoolDown,STR,21,78.51053606968696,21.938160845483207,27.94295128237389
622,0,CoolDown,UTL,21,64.83788810124027,20.57260610740347,31.729297035832882
622,0,CoolDown,UTR,21,74.65170510995114,19.33842674656235,25.90486944414686
622,0,Warmup,MTL,16,58.77571437503909,26.03317525868855,44.292401267255954
622,0,Warmup,MTR,16,37.76652285374852,12.667822114323405,33.542463422909634
622,0,Warmup,SCML,16,175.13912336647286,51.637148307541004,29.483502780524923
622,0,Warmup,SCMR,16,114.04989682986309,62.851059797344,55.10838812165145
622,0,Warmup,STL,16,71.59382229725506,27.400473730888926,38.27212020769489
622,0,Warmup,STR,16,85.5374226223973,24.993595351574317,29.219486144570762
622,0,Warmup,UTL,16,75.22040892890641,23.607556250401398,31.3845093194239
622,0,Warmup,UTR,16,53.898580629025204,20.802930494945365,38.59643473383541
623,1,CoolDown,MTL,22,50.74947385762026,7.00770230940862,13.808423569215748
623,1,CoolDown,MTR,22,52.47750253736002,12.679957979364795,24.162655168922385
623,1,CoolDown,SCML,22,142.01667281124378,12.078383734191732,8.50490544180349
623,1,CoolDown,SCMR,22,90.03938910222949,23.338100129042278,25.919878357398137
623,1,CoolDown,STL,22,73.25932113317764,16.899013133337153,23.067389749103118
623,1,CoolDown,STR,22,38.15305427109623,8.170262959373401,21.414440116169107
623,1,CoolDown,UTL,22,54.06910790027822,15.139297349313017,27.99990223111322
623,1,CoolDown,UTR,22,55.70618770213693,6.710332758939567,12.04593786747707
623,1,Warmup,MTL,29,43.15681073001076,8.947084388122278,20.7315699116306
623,1,Warmup,MTR,29,45.192183897932935,9.707224654771526,21.47987509675435
623,1,Warmup,SCML,29,155.3438199178565,44.12461256626084,28.404485347143698
623,1,Warmup,SCMR,29,96.28350019780977,28.45745275007657,29.555897626916465
623,1,Warmup,STL,29,78.75859224349686,20.8518949256887,26.475708023349608
623,1,Warmup,STR,29,59.95726382794461,6.527156335344252,10.886347906193318
623,1,Warmup,UTL,29,47.676029119804056,11.84722610112642,24.849439686673115
623,1,Warmup,UTR,29,55.47254328845508,7.68258241174738,13.849342316609226
624,0,CoolDown,MTL,7,64.31384911020645,27.771317248061926,43.18092857492289
624,0,CoolDown,MTR,7,89.03895110146358,18.778759282149448,21.090499213934216
624,0,CoolDown,SCML,7,188.3681180605602,26.942031088119208,14.302861527478534
624,0,CoolDown,SCMR,7,57.16786587573906,27.2786931833698,47.71682966557328
624,0,CoolDown,STL,7,166.64432902777935,25.90120745343056,15.542807609800432
624,0,CoolDown,STR,7,123.19675096221768,4.415115154357945,3.5837918775244204
624,0,CoolDown,UTL,7,87.8955937839488,40.52051854027327,46.10073929288705
624,0,CoolDown,UTR,7,111.76317778706988,10.786095742387392,9.650849193763044
624,0,Warmup,MTL,8,43.2689284847,17.717715727012322,40.94789574758559
624,0,Warmup,MTR,8,67.2794321525104,29.782380090112525,44.26669360496566
624,0,Warmup,SCML,8,46.02013202996994,21.56335223364164,46.8563458696703
624,0,Warmup,SCMR,8,67.9047056855263,39.836437078713736,58.66520836302625
624,0,Warmup,STL,8,73.40711277606619,32.04497444750252,43.65377309588252
624,0,Warmup,STR,8,71.28118276381214,7.189441586049212,10.086030151703838
624,0,Warmup,UTL,8,44.89463967054133,28.233100602463846,62.887464538421625
624,0,Warmup,UTR,8,49.02144498844624,7.52468980744229,15.349791931298165
625,0,CoolDown,MTL,12,64.6116009087309,25.65727147613243,39.710007359785735
625,0,CoolDown,MTR,12,269.5345880489381,87.98730014487123,32.64415924567567
625,0,CoolDown,SCML,12,170.49125659142544,13.151498569741616,7.7138844728316975
625,0,CoolDown,SCMR,12,123.47068509139417,34.51795612100168,27.95639798665664
625,0,CoolDown,STL,12,62.52735571812669,19.690170189887656,31.49048918468732
625,0,CoolDown,STR,12,73.86564955501366,6.000099259268544,8.122989908590448
625,0,CoolDown,UTL,12,52.60634861085059,18.582101356692068,35.32292555438703
625,0,CoolDown,UTR,12,69.4470497509327,13.91787827327715,20.04099284734587
625,0,Warmup,MTL,17,50.78693073383208,6.381756307269096,12.565745192823483
625,0,Warmup,MTR,17,49.551095802881356,5.102694328477832,10.297843560870584
625,0,Warmup,SCML,17,168.01470132687206,32.91286531552794,19.589277042784527
625,0,Warmup,SCMR,17,108.34152894668001,39.945172390649866,36.86967756409343
625,0,Warmup,STL,17,60.02626807474938,16.77785198134563,27.95084971874737
625,0,Warmup,STR,17,72.44346666668284,6.137207112047691,8.471719251489422
625,0,Warmup,UTL,17,63.792622150027775,21.40016145398151,33.54645213305783
625,0,Warmup,UTR,17,44.60775607907846,6.570397857364303,14.729272294523446
626,0,CoolDown,MTL,13,77.41848597222824,12.036741888307812,15.547632761283477
626,0,CoolDown,MTR,13,100.35159613099962,22.10938859997026,22.031925203370477
626,0,CoolDown,SCML,13,222.02021076528678,18.065503805135958,8.136873549874373
626,0,CoolDown,SCMR,13,152.91305330697566,27.940244892909696,18.271981553346635
626,0,CoolDown,STL,13,46.71274451803434,13.116704804110958,28.07949937312505
626,0,CoolDown,STR,13,83.95980933966304,14.297636875846486,17.029144049154255
626,0,CoolDown,UTL,13,99.73594216700577,12.28261964146072,12.315138729921182
626,0,CoolDown,UTR,13,131.44212131268972,29.693339164754946,22.59042905593177
626,0,Warmup,MTL,11,76.39705724787602,27.186413200624106,35.58568115053926
626,0,Warmup,MTR,11,102.77223177392844,34.12384437484183,33.20337000164131
626,0,Warmup,SCML,11,151.97557459666766,102.83745281345679,67.66709261430994
626,0,Warmup,SCMR,11,113.14040382899734,63.578508826923944,56.194344968944755
626,0,Warmup,STL,11,58.66202610104766,20.03511090249484,34.15345877754643
626,0,Warmup,STR,11,77.48844377998854,11.479895766077886,14.814977829045754
626,0,Warmup,UTL,11,110.13909086568792,37.18198797609072,33.75912011243428
626,0,Warmup,UTR,11,98.22478789012631,45.04151689127645,45.855550170960555
627,1,CoolDown,MTR,29,58.92233601289543,18.812382308711353,31.927421045550837
627,1,CoolDown,SCML,29,24.286489785174698,7.632684484350032,31.42769725828919
627,1,CoolDown,SCMR,29,104.35601079567253,38.70257714146512,37.08706077050432
627,1,CoolDown,STL,29,81.4494352028373,17.76912470133231,21.816142318336567
627,1,CoolDown,STR,29,56.921460434003194,12.367059942751212,21.72653310097345
627,1,CoolDown,UTL,29,53.782155646430894,11.890533883770955,22.108697096376122
627,1,CoolDown,UTR,29,72.13501440454587,15.983192640480075,22.157329242139628
627,1,Warmup,MTR,20,44.51947568462155,12.698279857252345,28.52297710603707
627,1,Warmup,SCML,20,46.27024158233139,15.572885677064855,33.65637425807491
627,1,Warmup,SCMR,20,57.77527462442459,24.71724719317893,42.781704377619135
627,1,Warmup,STL,20,73.33208017264629,21.508736100648868,29.330595900199047
627,1,Warmup,STR,20,56.72481508579869,10.17717108458538,17.941303235968203
627,1,Warmup,UTL,20,42.91877543528684,10.949146734858106,25.51132138279967
627,1,Warmup,UTR,20,52.02275810337799,5.132136887483495,9.865176462357251
628,0,CoolDown,MTL,28,75.8188825571231,9.085323520299415,11.98292986375049
628,0,CoolDown,MTR,28,80.71388110110324,12.678216142171413,15.707603164678103
628,0,CoolDown,SCML,28,146.70703665388663,19.412986650817842,13.232485021572101
628,0,CoolDown,SCMR,28,45.77002288203331,15.758730974802836,34.430244912525076
628,0,CoolDown,STL,28,69.24457794331035,16.100191474079235,23.251194465016823
628,0,CoolDown,STR,28,78.17705703816463,20.297015357907775,25.96287981012017
628,0,CoolDown,UTL,28,101.7588018485799,17.937456622104936,17.6274251428357
628,0,CoolDown,UTR,28,118.30175313225003,19.598111554409893,16.566205517259817
628,0,Warmup,MTL,16,44.5194772713062,14.897230527777644,33.46227638072301
628,0,Warmup,MTR,16,43.956731069843066,14.122215448524548,32.12753793289517
628,0,Warmup,SCML,16,140.18633152004003,42.587595728201045,30.37927825517927
628,0,Warmup,SCMR,16,35.51553804789596,15.894055335797814,44.752399117150425
628,0,Warmup,STL,16,58.52560495216658,16.859675654451543,28.80734965188499
628,0,Warmup,STR,16,93.85356093290815,7.095059625201669,7.559712763880766
628,0,Warmup,UTL,16,50.45957606452824,24.584369559519953,48.720919747881354
628,0,Warmup,UTR,16,52.33539673607204,11.21632245464308,21.43161828161371
629,0,CoolDown,MTL,5,42.218468875066904,27.465612310348043,65.05591756921459
629,0,CoolDown,MTR,5,34.815230257164174,21.073406382056508,60.52927476393779
629,0,CoolDown,SCML,5,134.25873277331704,75.84016877287569,56.488071357655755
629,0,CoolDown,SCMR,5,153.4671356738214,88.4230692833331,57.6169411744722
629,0,CoolDown,STL,5,66.22897250069737,41.09960548076059,62.05683695353695
629,0,CoolDown,STR,5,79.83492455522129,8.761686502313413,10.974753907674845
629,0,CoolDown,UTL,5,40.81785616357179,36.99861365914107,90.64320651940749
629,0,CoolDown,UTR,5,93.6409641399588,25.315224245494502,27.034348138126337
630,1,CoolDown,MTL,16,268.0547640553887,74.43907727776687,27.77010046439069
630,1,CoolDown,MTR,16,67.15437755901272,20.35220690509316,30.306597492037525
630,1,CoolDown,SCML,16,161.07046237617948,42.490539569976136,26.38009411728119
630,1,CoolDown,SCMR,16,41.14299854174149,11.69485515736911,28.424897484086227
630,1,CoolDown,STL,16,58.58813014226714,23.222134901606257,39.63624516641324
630,1,CoolDown,STR,16,61.276806338763926,6.0303518294622,9.841165344231358
630,1,CoolDown,UTL,16,64.96592018977114,20.465308796938917,31.50160689967595
630,1,CoolDown,UTR,16,94.16619423079436,12.732837461962493,13.521665143177872
630,1,Warmup,MTL,15,50.688843035494706,15.076275299523584,29.742788346868497
630,1,Warmup,MTR,15,53.69015610996478,16.328324738456768,30.41213868891371
630,1,Warmup,SCML,15,74.83273932345402,39.32587368839618,52.551696014247995
630,1,Warmup,SCMR,15,57.358427645428215,23.027666220157485,40.14696212125494
630,1,Warmup,STL,15,53.75685195606412,17.130856680491227,31.86729887846187
630,1,Warmup,STR,15,46.48700473123659,7.44701544100822,16.019563927731948
630,1,Warmup,UTL,15,48.15440088371997,15.808664234904318,32.82911622777329
630,1,Warmup,UTR,15,47.153963192229945,4.69043690326685,9.947068254147814
631,1,CoolDown,MTL,8,59.77614985257918,18.60729512949672,31.128293099147914
