subject,Cluster,phase,muscle,n_points,mean_IMF,SD_IMF,CV_IMF
602,0,Warmup,MTR,24,61.360176299683516,23.556128343105637,38.389929370569845
602,0,Warmup,SCML,24,96.45886410154053,43.25932090211637,44.847429321350965
602,0,Warmup,SCMR,24,82.0775727813022,33.971968996553365,41.39007507820992
602,0,Warmup,STL,24,94.4579887874204,22.206299945890883,23.509181415948426
602,0,Warmup,STR,24,131.64092170815255,29.53802786679898,22.43833261231996
602,0,Warmup,UTL,24,44.227681422530026,12.210041803258152,27.607239200737833
602,0,Warmup,UTR,24,77.36717881264443,18.690105856275483,24.1576675576296
603,0,CoolDown,MTL,29,187.04736878453565,60.564261236783906,32.37910355560752
603,0,CoolDown,MTR,29,29.771648701780567,18.99073671473142,63.78799140403545
603,0,CoolDown,SCML,29,149.54820060512026,29.83828701235191,19.952287551181875
603,0,CoolDown,SCMR,29,129.64293837924842,57.27171955663016,44.17650530960002
603,0,CoolDown,STL,29,117.8101741791201,34.68778600078649,29.443794852596287
603,0,CoolDown,STR,29,40.707468676826274,9.637134892099395,23.67411977543465
603,0,CoolDown,UTL,29,56.024516212852426,20.826345438919525,37.17362834476706
603,0,CoolDown,UTR,29,98.04290337249175,31.89431357865434,32.53097621709461
603,0,Warmup,MTL,23,42.714338221761274,16.467720958775576,38.55314548777422
603,0,Warmup,MTR,23,48.542975005586136,15.132965515112735,31.174367688365397
603,0,Warmup,SCML,23,120.00902154158794,55.0062739070018,45.8351157274788
603,0,Warmup,SCMR,23,118.18213538546374,42.841106463922735,36.25006971162931
603,0,Warmup,STL,23,104.00201903078535,29.912125124540506,28.76110041256632
603,0,Warmup,STR,23,117.48617875455928,24.136791599193565,20.544366882182633
603,0,Warmup,UTL,23,82.94933094592541,36.48501761154251,43.98470390957952
603,0,Warmup,UTR,23,81.4269258158219,16.82655767428901,20.66461125199384
604,1,CoolDown,MTL,5,48.621269927316064,26.161014219236833,53.80569914842811
604,1,CoolDown,MTR,5,51.2224078246622,35.295746646776955,68.90684789281423
604,1,CoolDown,SCML,5,86.23772567355236,6.303551160931216,7.309505337365834
