phase,N,Mean,SD,Median,Q1,Q3,IQR,Min,Max,SE,CI_95_Lower,CI_95_Upper
WU,60,-0.4119466978649994,10.335421717296303,0.9836065573770492,-7.377049180327869,6.355694564279552,13.73274374460742,-26.80327868852459,19.508196721311474,1.3342972062373013,-3.02716922209011,2.203275826360111
ST,59,-2.017025634520607,16.43987689813233,1.5254237288135593,-10.423728813559322,8.940677966101696,19.364406779661017,-45.0,31.864406779661017,2.140289670026653,-6.211993387772846,2.1779421187316323
VO2,57,6.443189349771957,19.202117907903077,8.898305084745763,-3.389830508474576,17.28813559322034,20.677966101694913,-46.86440677966102,44.5,2.543382649319575,1.4581593571055897,11.428219342438323
WanT,58,15.728692800429597,22.571274325736052,11.774193548387096,2.229838709677419,34.91935483870968,32.68951612903226,-30.483870967741936,67.58064516129032,2.96375351681064,9.919735907480742,21.53764969337845
CD,60,1.4292214392783913,16.98025003175258,0.6967213114754098,-7.643442622950819,10.769502543810063,18.41294516676088,-37.459016393442624,40.0,2.1921408529138566,-2.8673746324327674,5.72581751098955
