segment,time_sec,MTL,MTR,SCML,SCMR,STL,STR,UTR,UTL
second_threshold,420.9997,,,,,,,,
second_threshold,421.9997,,,,,,,,
second_threshold,422.9997,,,,,,,,
second_threshold,423.9997,,,,,,,,
second_threshold,424.9997,,,,,,,,
second_threshold,425.9997,,,,,,,,
second_threshold,426.9997,,,,,,,,
second_threshold,427.9997,,,,,,,,
second_threshold,428.9997,,,,,,,,
second_threshold,429.9997,,,,,,,,
second_threshold,430.9997,,,,,,,,
second_threshold,431.9997,,,,,,,,
second_threshold,432.9997,,,,,,,,
second_threshold,433.9997,,,,,,,,
second_threshold,434.9997,,,,,,,,
second_threshold,435.9997,,,,,,,,
second_threshold,436.9997,,,,,,,,
second_threshold,437.9997,,,,,,,,
second_threshold,438.9997,,,,,,,,
second_threshold,439.9997,,,,,,,,
second_threshold,440.9997,,,,,,,,
second_threshold,441.9997,,,,,,,,
second_threshold,442.9997,,,,,,,,
second_threshold,443.9997,,,,,,,,
second_threshold,444.9997,,,,,,,,
second_threshold,445.9997,,,,,,,,
second_threshold,446.9997,,,,,,,,
second_threshold,447.9997,,,,,,,,
second_threshold,448.9997,,,,,,,,
second_threshold,449.9997,,,,,,,,
second_threshold,450.9997,,,,,,,,
second_threshold,451.9997,,,,,,,,
second_threshold,452.9997,,,,,,,,
second_threshold,453.9997,,,,,,,,
second_threshold,454.9997,,,,,,,,
second_threshold,455.9997,,,,,,,,
second_threshold,456.9997,,,,,,,,
second_threshold,457.9997,,,,,,,,
second_threshold,458.9997,,,,,,,,
second_threshold,459.9997,,,,,,,,
second_threshold,460.9997,,,,,,,,
second_threshold,461.9997,,,,,,,,
second_threshold,462.9997,,,,,,,,
second_threshold,463.9997,,,,,,,,
second_threshold,464.9997,,,,,,,,
second_threshold,465.9997,,,,,,,,
second_threshold,466.9997,,,,,,,,
second_threshold,467.9997,,,,,,,,
second_threshold,468.9997,,,,,,,,
second_threshold,469.9997,,,,,,,,
second_threshold,470.9997,,,,,,,,
second_threshold,471.9997,,,,,,,,
second_threshold,472.9997,,,,,,,,
second_threshold,473.9997,,,,,,,,
second_threshold,474.9997,,,,,,,,
second_threshold,475.9997,,,,,,,,
second_threshold,476.9997,,,,,,,,
second_threshold,477.9997,,,,,,,,
second_threshold,478.9997,,,,,,,,
second_threshold,479.9997,,,,,,,,
VO2max,540.9997,,,,,,,,
VO2max,541.9997,,,,,,,,
VO2max,542.9997,,,,,,,,
VO2max,543.9997,,,,,,,,
VO2max,544.9997,,,,,,,,
VO2max,545.9997,,,,,,,,
VO2max,546.9997,,,,,,,,
VO2max,547.9997,,,,,,,,
VO2max,548.9997,,,,,,,,
VO2max,549.9997,,,,,,,,
VO2max,550.9997,,,,,,,,
VO2max,551.9997,,,,,,,,
VO2max,552.9997,,,,,,,,
VO2max,553.9997,,,,,,,,
VO2max,554.9997,,,,,,,,
VO2max,555.9997,,,,,,,,
VO2max,556.9997,,,,,,,,
VO2max,557.9997,,,,,,,,
VO2max,558.9997,,,,,,,,
VO2max,559.9997,,,,,,,,
VO2max,560.9997,,,,,,,,
VO2max,561.9997,,,,,,,,
VO2max,562.9997,,,,,,,,
VO2max,563.9997,,,,,,,,
VO2max,564.9997,,,,,,,,
VO2max,565.9997,,,,,,,,
VO2max,566.9997,,,,,,,,
VO2max,567.9997,,,,,,,,
VO2max,568.9997,,,,,,,,
VO2max,569.9997,,,,,,,,
VO2max,570.9997,,,,,,,,
VO2max,571.9997,,,,,,,,
VO2max,572.9997,,,,,,,,
VO2max,573.9997,,,,,,,,
VO2max,574.9997,,,,,,,,
VO2max,575.9997,,,,,,,,
VO2max,576.9997,,,,,,,,
VO2max,577.9997,,,,,,,,
VO2max,578.9997,,,,,,,,
VO2max,579.9997,,,,,,,,
VO2max,580.9997,,,,,,,,
VO2max,581.9997,,,,,,,,
VO2max,582.9997,,,,,,,,
VO2max,583.9997,,,,,,,,
VO2max,584.9997,,,,,,,,
VO2max,585.9997,,,,,,,,
VO2max,586.9997,,,,,,,,
VO2max,587.9997,,,,,,,,
VO2max,588.9997,,,,,,,,
VO2max,589.9997,,,,,,,,
VO2max,590.9997,,,,,,,,
VO2max,591.9997,,,,,,,,
VO2max,592.9997,,,,,,,,
VO2max,593.9997,,,,,,,,
VO2max,594.9997,,,,,,,,
VO2max,595.9997,,,,,,,,
VO2max,596.9997,,,,,,,,
VO2max,597.9997,,,,,,,,
VO2max,598.9997,,,,,,,,
VO2max,599.9997,,,,,,,,
