Variable,Original_Mean,Original_SD
horiz_mean_ST,5.5294889859498175,14.556162821122351
sag_slope_100W,5.003535464737841,9.229211390047512
sag_drift_WU_CD,1.9825163229707052,15.545753351092523
sag_peak_WU,15.413382519728621,12.265992589054761
