k,tot_withinss,silhouette,davies_bouldin,calinski_harabasz
2,189.71171287467143,0.19608354632846822,1.6524193607404243,15.374489055380144
3,152.0619404555671,0.22336853909802973,1.3143087780061975,16.481669834725444
4,127.55090676608543,0.19554856470745585,1.2787064813264906,16.456564626512886
5,107.70741071925156,0.228970467585253,1.1429867974742103,16.88856031783855
6,91.94651858401625,0.2392863746337757,1.0858180429273727,17.39030062167669
