Variable,Eta_Squared,Percentage
horiz_mean_ST,0.13479913742637314,13.479913742637315
sag_slope_100W,0.06735831321198582,6.735831321198582
sag_drift_WU_CD,0.3335873241374989,33.35873241374989
sag_peak_WU,0.3023933439796181,30.23933439796181
