Variable,Eta_Squared,Percentage
horiz_mean_ST,0.15204738931622755,15.204738931622755
sag_slope_100W,0.4117400153178747,41.17400153178747
sag_drift_WU_CD,0.4812028608466031,48.12028608466031
sag_peak_WU,0.4206440602598429,42.06440602598429
