subject,phase,angle,muscle,r,p,n
subject_596,Second_threshold,Frontal,MTL,0.3755001716796058,0.003382828293783219,59
subject_596,Second_threshold,Frontal,MTR,0.0677131457127158,0.6103516189743774,59
subject_596,Second_threshold,Frontal,SCML,0.0892582375303981,0.5014054434396288,59
subject_596,Second_threshold,Frontal,SCMR,0.1692828642817895,0.19993427842605646,59
subject_596,Second_threshold,Frontal,STL,-0.12311481038675601,0.35290469043057077,59
subject_596,Second_threshold,Frontal,STR,0.1877500858398029,0.1544528434289075,59
subject_596,Second_threshold,Frontal,UTL,-0.0892582375303981,0.5014054434396288,59
subject_596,Second_threshold,Frontal,UTR,-0.2677747125911943,0.04032365608790302,59
subject_596,Second_threshold,Horizontal,MTL,,,59
subject_596,Second_threshold,Horizontal,MTR,,,59
subject_596,Second_threshold,Horizontal,SCML,,,59
subject_596,Second_threshold,Horizontal,SCMR,,,59
subject_596,Second_threshold,Horizontal,STL,,,59
subject_596,Second_threshold,Horizontal,STR,,,59
subject_596,Second_threshold,Horizontal,UTL,,,59
subject_596,Second_threshold,Horizontal,UTR,,,59
subject_596,Vo2max,Sagittal,MTL,0.04577105730806887,0.7329735884803273,58
subject_596,Vo2max,Sagittal,MTR,-0.15930827386610458,0.23228592089304043,58
subject_596,Vo2max,Sagittal,SCML,-0.07032808873751743,0.5998656892227933,58
subject_596,Vo2max,Sagittal,SCMR,0.15246604755179255,0.25321919537986187,58
subject_596,Vo2max,Sagittal,STL,-0.2524437836513287,0.05590269822153924,58
subject_596,Vo2max,Sagittal,STR,0.12319131670014716,0.3568992914125295,58
subject_596,Vo2max,Sagittal,UTL,0.6695071583990497,9.127960341622588e-09,58
subject_596,Vo2max,Sagittal,UTR,0.6600092734695939,1.7430173237748083e-08,58
subject_596,Vo2max,Frontal,MTL,0.3198239818906228,0.013538305682760448,59
subject_596,Vo2max,Frontal,MTR,-0.13642049493033645,0.3028824310170899,59
subject_596,Vo2max,Frontal,SCML,0.15725150826409734,0.23426451432010778,59
subject_596,Vo2max,Frontal,SCMR,0.06441764449407589,0.627876075455126,59
subject_596,Vo2max,Frontal,STL,-0.16596883449616037,0.20901139761285756,59
subject_596,Vo2max,Frontal,STR,-0.20785728522165783,0.1141689050655313,59
subject_596,Vo2max,Frontal,UTL,0.23344320377290767,0.07517080956469127,59
subject_596,Vo2max,Frontal,UTR,0.34597596058681174,0.007273131283758778,59
subject_596,Vo2max,Horizontal,MTL,0.23649231412468444,0.07133471938132357,59
subject_596,Vo2max,Horizontal,MTR,-0.25849159915953884,0.048068035585656116,59
subject_596,Vo2max,Horizontal,SCML,-0.17049445902012134,0.196686733494118,59
subject_596,Vo2max,Horizontal,SCMR,0.06599785510456309,0.6194467097005661,59
subject_596,Vo2max,Horizontal,STL,0.15399499524398055,0.2442168218223951,59
subject_596,Vo2max,Horizontal,STR,0.060498033845849515,0.6489877476519504,59
subject_596,Vo2max,Horizontal,UTL,0.005499821258713592,0.9670237736187947,59
subject_596,Vo2max,Horizontal,UTR,-0.06599785510456309,0.6194467097005661,59
subject_596,WanT,Sagittal,MTL,0.37841778681270827,0.03580497655632624,31
subject_596,WanT,Sagittal,MTR,0.2758444990265422,0.13308705491703404,31
subject_596,WanT,Sagittal,SCML,0.30792419261703635,0.09194555059932859,31
subject_596,WanT,Sagittal,SCMR,0.11156377516184596,0.5501703863980582,31
subject_596,WanT,Sagittal,STL,0.3751485186760974,0.03756768035621639,31
subject_596,WanT,Sagittal,STR,0.053125607219926645,0.7765360949897624,31
subject_596,WanT,Sagittal,UTL,0.39067754232499907,0.0297801187644469,31
subject_596,WanT,Sagittal,UTR,0.3426601665685269,0.05915623194506943,31
subject_596,WanT,Frontal,MTL,0.3317522024184976,0.06826734535223355,31
subject_596,WanT,Frontal,MTR,0.2854611974298701,0.11955162796093484,31
subject_596,WanT,Frontal,SCML,-0.030860669992418384,0.8690991006131836,31
subject_596,WanT,Frontal,SCMR,-0.07715167498104597,0.6799541856827437,31
subject_596,WanT,Frontal,STL,0.11572751247156894,0.5352885024580976,31
subject_596,WanT,Frontal,STR,0.3857583749052298,0.03208989276023343,31
subject_596,WanT,Frontal,UTL,0.10801234497346435,0.563014276493778,31
subject_596,WanT,Frontal,UTR,0.04629100498862758,0.804692864116744,31
subject_596,WanT,Horizontal,MTL,-0.22458777354253612,0.22449713726615358,31
subject_596,WanT,Horizontal,MTR,-0.10332553360955823,0.5801708987607607,31
subject_596,WanT,Horizontal,SCML,0.10585183027482861,0.5708942582607125,31
subject_596,WanT,Horizontal,SCMR,0.12555694426393751,0.5009379248152558,31
subject_596,WanT,Horizontal,STL,0.10180975561039601,0.5857687931884648,31
subject_596,WanT,Horizontal,STR,-0.2142299572149276,0.24716515993391497,31
subject_596,WanT,Horizontal,UTL,0.0346102643142041,0.8533561085167649,31
subject_596,WanT,Horizontal,UTR,-0.03359974564809596,0.8575936722341794,31
subject_596,Warmup,Sagittal,MTL,-0.08229133087095909,0.52837392390297,61
subject_596,Warmup,Sagittal,MTR,-0.15108324690202202,0.24512479611817248,61
subject_596,Warmup,Sagittal,SCML,-0.16857738654147933,0.19404336279089782,61
subject_596,Warmup,Sagittal,SCMR,-0.35478666185343527,0.005023215434290686,61
subject_596,Warmup,Sagittal,STL,0.18430833730388899,0.1550470843338386,61
subject_596,Warmup,Sagittal,STR,0.06959086099097513,0.5940858354145105,61
subject_596,Warmup,Sagittal,UTL,-0.09485405161992373,0.46713439099032206,61
subject_596,Warmup,Sagittal,UTR,-0.07972919703399921,0.541334581327094,61
subject_596,Warmup,Frontal,MTL,0.2881507447094055,0.024324249326646893,61
subject_596,Warmup,Frontal,MTR,0.048932907218417185,0.708035138931257,61
subject_596,Warmup,Frontal,SCML,-0.031340362004176725,0.8105077660568989,61
subject_596,Warmup,Frontal,SCMR,-0.10022507960629379,0.4421742339718348,61
subject_596,Warmup,Frontal,STL,0.5079701796959499,2.9283773143396652e-05,61
subject_596,Warmup,Frontal,STR,0.36422976474184937,0.00390528260956823,61
subject_596,Warmup,Frontal,UTL,0.17519728388022582,0.17685619657409538,61
subject_596,Warmup,Frontal,UTR,0.12626437666180865,0.33222459820885775,61
subject_596,Warmup,Horizontal,MTL,0.019684263806371245,0.8803125416347357,61
subject_596,Warmup,Horizontal,MTR,-0.1216219950133462,0.35044875884566745,61
subject_596,Warmup,Horizontal,SCML,-0.1822418831626759,0.15980984963438274,61
subject_596,Warmup,Horizontal,SCMR,0.20509856230094772,0.11282111438627779,61
subject_596,Warmup,Horizontal,STL,-0.2261588134801915,0.07967061503825049,61
subject_596,Warmup,Horizontal,STR,0.27393615281604405,0.032655223560270175,61
subject_596,Warmup,Horizontal,UTL,0.020869141821900382,0.8731657979821648,61
subject_596,Warmup,Horizontal,UTR,0.011734114540885379,0.9284831392602114,61
subject_597,Cooldown,Sagittal,MTL,-0.05175331441765053,0.6920240369799743,61
subject_597,Cooldown,Sagittal,MTR,0.024345100040006475,0.852260282752107,61
subject_597,Cooldown,Sagittal,SCML,-0.2953641294788094,0.02083484098599904,61
subject_597,Cooldown,Sagittal,SCMR,-0.3208545679233238,0.011697009779623893,61
subject_597,Cooldown,Sagittal,STL,-0.3717022659281076,0.003182933086299556,61
subject_597,Cooldown,Sagittal,STR,-0.11890210785403602,0.361407342218882,61
subject_597,Cooldown,Sagittal,UTL,0.11573245040900235,0.3744389591683388,61
subject_597,Cooldown,Sagittal,UTR,0.19766409999659526,0.12676660489970434,61
subject_597,Cooldown,Frontal,MTL,0.26491680107454674,0.1184175131722695,36
subject_597,Cooldown,Frontal,MTR,-0.2267666474454831,0.18352330267492908,36
subject_597,Cooldown,Frontal,SCML,0.19555288538534016,0.25304430468248973,36
subject_597,Cooldown,Frontal,SCMR,0.27051927118790575,0.11054509669004671,36
subject_597,Cooldown,Frontal,STL,-0.0697640921258751,0.6859882889435289,36
subject_597,Cooldown,Frontal,STR,-0.057758799025820116,0.7379254433918688,36
subject_597,Cooldown,Frontal,UTL,0.007736744442257659,0.9642804267631819,36
subject_597,Cooldown,Frontal,UTR,-0.17781173002637,0.29949574730952366,36
subject_597,Cooldown,Horizontal,MTL,0.09866915762173716,0.4735627480203079,55
subject_597,Cooldown,Horizontal,MTR,0.01744694027587844,0.8993934594603581,55
subject_597,Cooldown,Horizontal,SCML,0.30416727262500687,0.02396188249036064,55
subject_597,Cooldown,Horizontal,SCMR,0.022600498018907147,0.8699036844139465,55
subject_597,Cooldown,Horizontal,STL,0.2850024797681189,0.03494076923958679,55
subject_597,Cooldown,Horizontal,STR,0.15573407304714879,0.25622009801201917,55
subject_597,Cooldown,Horizontal,UTL,0.28672033234912847,0.03381115439168437,55
subject_597,Cooldown,Horizontal,UTR,0.08889887106724521,0.5186496651483329,55
subject_597,Second_threshold,Sagittal,MTL,0.09545157132501658,0.472057910315529,59
subject_597,Second_threshold,Sagittal,MTR,0.3188758245592368,0.013833539056158596,59
subject_597,Second_threshold,Sagittal,SCML,0.41996881302640826,0.0009284032452276269,59
subject_597,Second_threshold,Sagittal,SCMR,0.6999882457188241,6.851658047726975e-10,59
subject_597,Second_threshold,Sagittal,STL,-0.3911885351995859,0.0021870847469723,59
subject_597,Second_threshold,Sagittal,STR,0.2591130044597242,0.047514216869184375,59
subject_597,Second_threshold,Sagittal,UTL,0.13738509981483107,0.2994440344242464,59
subject_597,Second_threshold,Sagittal,UTR,-0.1819734128421302,0.16776970417912362,59
subject_597,Second_threshold,Frontal,MTL,0.04144888045220021,0.7552708916076666,59
subject_597,Second_threshold,Frontal,MTR,0.17576235123359196,0.1830038549998855,59
subject_597,Second_threshold,Frontal,SCML,0.46715782827875757,0.00019141522571164798,59
subject_597,Second_threshold,Frontal,SCMR,0.686249030784196,1.984444243424315e-09,59
subject_597,Second_threshold,Frontal,STL,-0.15138241219151308,0.25240727926990103,59
subject_597,Second_threshold,Frontal,STR,0.507025145977922,4.1668248225486865e-05,59
subject_597,Second_threshold,Frontal,UTL,-0.008415107478416457,0.9495628419074488,59
subject_597,Second_threshold,Frontal,UTR,-0.18745994744472408,0.1551024607892809,59
subject_597,Second_threshold,Horizontal,MTL,-0.02381826117826835,0.857888680150947,59
subject_597,Second_threshold,Horizontal,MTR,-0.1633906542915826,0.21627122875808785,59
subject_597,Second_threshold,Horizontal,SCML,-0.3640137003700737,0.004594685442519943,59
subject_597,Second_threshold,Horizontal,SCMR,-0.6941321829095347,1.0858518197390476e-09,59
subject_597,Second_threshold,Horizontal,STL,0.24701630754934895,0.05927947511412094,59
subject_597,Second_threshold,Horizontal,STR,-0.3780167440298248,0.0031587094886001755,59
subject_597,Second_threshold,Horizontal,UTL,0.027024565567650625,0.8389980281563875,59
subject_597,Second_threshold,Horizontal,UTR,0.2750223948688512,0.035019989785284804,59
subject_597,Vo2max,Sagittal,MTL,0.5340937160364178,1.3210374239580193e-05,59
subject_597,Vo2max,Sagittal,MTR,0.3351602621650188,0.009463053264730516,59
subject_597,Vo2max,Sagittal,SCML,0.4907221092544111,7.952442639721478e-05,59
subject_597,Vo2max,Sagittal,SCMR,0.6898906395853333,1.505540006337267e-09,59
subject_597,Vo2max,Sagittal,STL,-0.035672852732626055,0.7885214953390893,59
subject_597,Vo2max,Sagittal,STR,-0.34826577478342996,0.0068709773335743985,59
subject_597,Vo2max,Sagittal,UTL,0.5234271216855584,2.101856927105803e-05,59
subject_597,Vo2max,Sagittal,UTR,0.3278435073623632,0.011250681655087432,59
subject_597,Vo2max,Frontal,MTL,0.5529585958856508,5.584493058938943e-06,59
subject_597,Vo2max,Frontal,MTR,0.3542663500122206,0.0059079566951387805,59
subject_597,Vo2max,Frontal,SCML,0.5700374693202918,2.4447355726203173e-06,59
subject_597,Vo2max,Frontal,SCMR,0.811877925367507,6.124710824759528e-15,59
subject_597,Vo2max,Frontal,STL,0.00033075283060044364,0.9980163003316558,59
subject_597,Vo2max,Frontal,STR,-0.35913743715379076,0.005215424408723883,59
subject_597,Vo2max,Frontal,UTL,0.5671208307231789,2.8243718657727002e-06,59
subject_597,Vo2max,Frontal,UTR,0.31656052732377005,0.014577813694577967,59
subject_597,Vo2max,Horizontal,MTL,-0.5581050396325851,4.374921087132076e-06,59
subject_597,Vo2max,Horizontal,MTR,-0.39234300605538125,0.002116227058791771,59
subject_597,Vo2max,Horizontal,SCML,-0.5446868027278039,8.198424600405362e-06,59
subject_597,Vo2max,Horizontal,SCMR,-0.7534808100066201,5.73469403162448e-12,59
subject_597,Vo2max,Horizontal,STL,0.10023110915850508,0.4500556995751417,59
subject_597,Vo2max,Horizontal,STR,0.3601704426860105,0.005078093017949741,59
subject_597,Vo2max,Horizontal,UTL,-0.5180687653329705,2.6386681855630963e-05,59
subject_597,Vo2max,Horizontal,UTR,-0.30718400951317687,0.017953697838182573,59
subject_597,Warmup,Sagittal,MTL,0.3041276121964047,0.01918914708944898,59
subject_597,Warmup,Sagittal,MTR,0.3021303562357119,0.02003495210608024,59
subject_597,Warmup,Sagittal,SCML,0.1811148018900977,0.1698185691116918,59
subject_597,Warmup,Sagittal,SCMR,0.1986664451810345,0.13144811528567327,59
subject_597,Warmup,Sagittal,STL,-0.33142344365920634,0.010342561387475713,59
subject_597,Warmup,Sagittal,STR,0.24457307082301918,0.06192003029060997,59
subject_597,Warmup,Sagittal,UTL,0.20323592472746804,0.12262586242519952,59
subject_597,Warmup,Sagittal,UTR,0.21990998585385801,0.09421409845066993,59
subject_597,Warmup,Frontal,MTL,0.5561340950311315,4.805951417861098e-06,59
subject_597,Warmup,Frontal,MTR,0.16881869332768257,0.20118847912744617,59
subject_597,Warmup,Frontal,SCML,0.513504360898395,3.193205339823203e-05,59
subject_597,Warmup,Frontal,SCMR,0.3084241170720178,0.01747212459627817,59
subject_597,Warmup,Frontal,STL,0.23543731338282922,0.0726439416456183,59
subject_597,Warmup,Frontal,STR,0.5134425338728217,3.201406748406615e-05,59
subject_597,Warmup,Frontal,UTL,-0.05412956088935583,0.6838759469023238,59
subject_597,Warmup,Frontal,UTR,-0.2873411013515491,0.027338593082955123,59
subject_597,Warmup,Horizontal,MTL,-0.3969961527445705,0.001850950528674812,59
subject_597,Warmup,Horizontal,MTR,-0.30572969757111995,0.018532827865715473,59
subject_597,Warmup,Horizontal,SCML,-0.46111536204489845,0.0002373663364779142,59
subject_597,Warmup,Horizontal,SCMR,-0.40152069372342436,0.0016219316966317992,59
subject_597,Warmup,Horizontal,STL,-0.20261325411971898,0.12380081829101916,59
subject_597,Warmup,Horizontal,STR,-0.4119917742744859,0.0011862824220855814,59
subject_597,Warmup,Horizontal,UTL,0.03735978122539267,0.7787686626028444,59
subject_597,Warmup,Horizontal,UTR,0.2654397374260887,0.04216732985397486,59
subject_598,Cooldown,Sagittal,MTL,-0.35305811197611126,0.005255900351898835,61
subject_598,Cooldown,Sagittal,MTR,-0.3337502464774177,0.008574149765391966,61
subject_598,Cooldown,Sagittal,SCML,-0.20962825398581608,0.10492119392186885,61
subject_598,Cooldown,Sagittal,SCMR,-0.4854549039671531,7.32296692625127e-05,61
subject_598,Cooldown,Sagittal,STL,0.05516532999626739,0.6728328073145787,61
subject_598,Cooldown,Sagittal,STR,-0.2785849164811503,0.029701877219290976,61
subject_598,Cooldown,Sagittal,UTL,-0.18480385548749573,0.15392078751952923,61
subject_598,Cooldown,Sagittal,UTR,-0.33650851297723106,0.00800968227315508,61
subject_598,Cooldown,Frontal,MTL,,,61
subject_598,Cooldown,Frontal,MTR,,,61
subject_598,Cooldown,Frontal,SCML,,,61
subject_598,Cooldown,Frontal,SCMR,,,61
subject_598,Cooldown,Frontal,STL,,,61
subject_598,Cooldown,Frontal,STR,,,61
subject_598,Cooldown,Frontal,UTL,,,61
subject_598,Cooldown,Frontal,UTR,,,61
subject_598,Cooldown,Horizontal,MTL,0.22535284700627325,0.08077820434233318,61
subject_598,Cooldown,Horizontal,MTR,0.47864199736043156,9.544498597613334e-05,61
subject_598,Cooldown,Horizontal,SCML,0.26073883124692776,0.04240130126878693,61
subject_598,Cooldown,Horizontal,SCMR,0.2700509323628894,0.03530782857872835,61
subject_598,Cooldown,Horizontal,STL,0.3817961457544299,0.0023961976361045727,61
subject_598,Cooldown,Horizontal,STR,0.39110824687039164,0.0018293683984974911,61
subject_598,Cooldown,Horizontal,UTL,0.29426239526438985,0.021338550214958174,61
subject_598,Cooldown,Horizontal,UTR,0.23466494812223496,0.06870014717653469,61
subject_598,Second_threshold,Sagittal,MTL,-0.20012767316972174,0.1285763573393763,59
subject_598,Second_threshold,Sagittal,MTR,-0.43241872238457735,0.0006256289370811412,59
subject_598,Second_threshold,Sagittal,SCML,-0.3466497195975537,0.007152719503542021,59
subject_598,Second_threshold,Sagittal,SCMR,-0.19655396472026243,0.13568498536376036,59
subject_598,Second_threshold,Sagittal,STL,-0.2537332999116115,0.05248602760313662,59
subject_598,Second_threshold,Sagittal,STR,-0.053605626741889754,0.6867769178706381,59
subject_598,Second_threshold,Sagittal,UTL,-0.19655396472026243,0.13568498536376036,59
subject_598,Second_threshold,Sagittal,UTR,-0.22514363231593698,0.08644657515449301,59
subject_598,Second_threshold,Frontal,MTL,,,59
subject_598,Second_threshold,Frontal,MTR,,,59
subject_598,Second_threshold,Frontal,SCML,,,59
subject_598,Second_threshold,Frontal,SCMR,,,59
subject_598,Second_threshold,Frontal,STL,,,59
subject_598,Second_threshold,Frontal,STR,,,59
subject_598,Second_threshold,Frontal,UTL,,,59
subject_598,Second_threshold,Frontal,UTR,,,59
subject_598,Second_threshold,Horizontal,MTL,,,59
subject_598,Second_threshold,Horizontal,MTR,,,59
subject_598,Second_threshold,Horizontal,SCML,,,59
subject_598,Second_threshold,Horizontal,SCMR,,,59
subject_598,Second_threshold,Horizontal,STL,,,59
subject_598,Second_threshold,Horizontal,STR,,,59
subject_598,Second_threshold,Horizontal,UTL,,,59
subject_598,Second_threshold,Horizontal,UTR,,,59
subject_598,Vo2max,Sagittal,MTL,0.7294702738911241,5.642688728865888e-11,59
subject_598,Vo2max,Sagittal,MTR,0.5791919916799699,1.5399585786444677e-06,59
subject_598,Vo2max,Sagittal,SCML,0.5675204672977119,2.7692842010902193e-06,59
subject_598,Vo2max,Sagittal,SCMR,0.8335068059482054,2.578470546340987e-16,59
subject_598,Vo2max,Sagittal,STL,0.468460625840172,0.000182642270650071,59
subject_598,Vo2max,Sagittal,STR,0.11241988586464227,0.3965885630278075,59
subject_598,Vo2max,Sagittal,UTL,0.4211524419861974,0.0008947854064754807,59
subject_598,Vo2max,Sagittal,UTR,0.4674534384569315,0.00018939147202695644,59
subject_598,Vo2max,Frontal,MTL,0.5653357704918706,3.0831546997908625e-06,59
subject_598,Vo2max,Frontal,MTR,0.3808999872108348,0.0029182081904420287,59
subject_598,Vo2max,Frontal,SCML,0.4069615652831551,0.0013803543417602027,59
subject_598,Vo2max,Frontal,SCMR,0.723709975700586,9.423448319394145e-11,59
subject_598,Vo2max,Frontal,STL,0.4450515640042385,0.0004126447995095167,59
subject_598,Vo2max,Frontal,STR,0.04410420904546508,0.7401279300432811,59
subject_598,Vo2max,Frontal,UTL,0.20849262457856219,0.11304208813596685,59
subject_598,Vo2max,Frontal,UTR,0.3047199897686678,0.018944202782176407,59
subject_598,Vo2max,Horizontal,MTL,-0.1533038771455573,0.24636558822636895,59
subject_598,Vo2max,Horizontal,MTR,-0.187920881662296,0.15407137511769864,59
subject_598,Vo2max,Horizontal,SCML,-0.32638889972925095,0.01163890296756315,59
subject_598,Vo2max,Horizontal,SCMR,-0.014835859078602315,0.9112006270356223,59
subject_598,Vo2max,Horizontal,STL,0.08406986811207978,0.5266954202897699,59
subject_598,Vo2max,Horizontal,STR,0.14835859078602318,0.26211721750931233,59
subject_598,Vo2max,Horizontal,UTL,-0.1261048021681197,0.34124361133329806,59
subject_598,Vo2max,Horizontal,UTR,-0.21264731345996654,0.10588255244024085,59
subject_598,WanT,Sagittal,MTL,-0.03643491652274328,0.8457147335735504,31
subject_598,WanT,Sagittal,MTR,0.14013429431824337,0.45211511183815756,31
subject_598,WanT,Sagittal,SCML,-0.2214121850228245,0.2312917183512892,31
subject_598,WanT,Sagittal,SCMR,-0.18964841164402269,0.3068582120842366,31
subject_598,WanT,Sagittal,STL,-0.09902823465155865,0.5961024293393445,31
subject_598,WanT,Sagittal,STR,0.15227926649249116,0.41347213368106217,31
subject_598,WanT,Sagittal,UTL,0.07847520481821628,0.6747599570187938,31
subject_598,WanT,Sagittal,UTR,0.06446177538639195,0.7304571019844931,31
subject_598,WanT,Frontal,MTL,-0.15858376185413667,0.3941677375660519,31
subject_598,WanT,Frontal,MTR,-0.07319250547113999,0.695577337550659,31
subject_598,WanT,Frontal,SCML,-0.2805712709727033,0.12630037350323786,31
subject_598,WanT,Frontal,SCMR,0.0,1.0,31
subject_598,WanT,Frontal,STL,-0.23177626732527667,0.20961923565649737,31
subject_598,WanT,Frontal,STR,-0.13418626003042333,0.47172204314294547,31
subject_598,WanT,Frontal,UTL,-0.08539125638299666,0.6478605083297795,31
subject_598,WanT,Frontal,UTR,-0.06099375455928334,0.744464493988333,31
subject_598,WanT,Horizontal,MTL,-0.06390096504226939,0.7327165940975372,31
subject_598,WanT,Horizontal,MTR,-0.1460593486680443,0.4330262836193187,31
subject_598,WanT,Horizontal,SCML,0.118673220792786,0.5248775321541155,31
subject_598,WanT,Horizontal,SCMR,0.18257418583505539,0.32558198801619337,31
subject_598,WanT,Horizontal,STL,0.045643546458763846,0.8073733043488818,31
subject_598,WanT,Horizontal,STR,-0.31037611591959413,0.08925435477548621,31
subject_598,WanT,Horizontal,UTL,-0.05477225575051661,0.769792265723477,31
subject_598,WanT,Horizontal,UTR,-0.13693063937629155,0.4626208728077911,31
subject_598,Warmup,Sagittal,MTL,-0.35978744365012927,0.004400339258116917,61
subject_598,Warmup,Sagittal,MTR,-0.21723015465668177,0.09263297335614544,61
subject_598,Warmup,Sagittal,SCML,0.4276718669803423,0.0005862939204313986,61
subject_598,Warmup,Sagittal,SCMR,0.4276718669803423,0.0005862939204313986,61
subject_598,Warmup,Sagittal,STL,0.35299900131710793,0.005264022406024317,61
subject_598,Warmup,Sagittal,STR,0.4140949823142997,0.0009080837840871941,61
subject_598,Warmup,Sagittal,UTL,0.2613550298213203,0.04189818434265649,61
subject_598,Warmup,Sagittal,UTR,-0.31566256848549074,0.01320778436491331,61
subject_598,Warmup,Frontal,MTL,-0.5921877457309789,4.980702984453574e-07,61
subject_598,Warmup,Frontal,MTR,-0.5263604493728654,1.3183346203332489e-05,61
subject_598,Warmup,Frontal,SCML,0.14856277941683096,0.25317873856893053,61
subject_598,Warmup,Frontal,SCMR,0.5025170403306579,3.678023294439542e-05,61
subject_598,Warmup,Frontal,STL,0.49472207968224396,5.0607879491901675e-05,61
subject_598,Warmup,Frontal,STR,0.5893506093185048,5.823399556950258e-07,61
subject_598,Warmup,Frontal,UTL,0.39983562855394006,0.0014103948954797068,61
subject_598,Warmup,Frontal,UTR,-0.5362187819576243,8.428684877527696e-06,61
subject_598,Warmup,Horizontal,MTL,-0.7070556215223213,1.904711187231816e-10,61
subject_598,Warmup,Horizontal,MTR,-0.594841062926567,4.2974649755062133e-07,61
subject_598,Warmup,Horizontal,SCML,0.11997476678568042,0.35706078305674227,61
subject_598,Warmup,Horizontal,SCMR,0.5660081555096024,1.995144013682732e-06,61
subject_598,Warmup,Horizontal,STL,0.7082245231743601,1.7246537715364915e-10,61
subject_598,Warmup,Horizontal,STR,0.7342650544225647,1.6522299430658145e-11,61
subject_598,Warmup,Horizontal,UTL,0.29832967719264725,0.019528898809948222,61
subject_598,Warmup,Horizontal,UTR,-0.7511167199061285,3.1138249201379194e-12,61
subject_600,Cooldown,Sagittal,MTL,0.4374303333480678,0.0004232270311557459,61
subject_600,Cooldown,Sagittal,MTR,0.05975554487903201,0.6473406238443045,61
subject_600,Cooldown,Sagittal,SCML,0.37951215492470125,0.0025571841368433115,61
subject_600,Cooldown,Sagittal,SCMR,0.349209320096188,0.005808351133673066,61
subject_600,Cooldown,Sagittal,STL,-0.47464385992027813,0.00011121399511084965,61
subject_600,Cooldown,Sagittal,UTL,0.5459994945119446,5.331994991858144e-06,61
subject_600,Cooldown,Sagittal,UTR,0.33415388451170497,0.0084894422683299,61
subject_600,Cooldown,Frontal,MTL,-0.26629814624528403,0.03803773217481465,61
subject_600,Cooldown,Frontal,MTR,-0.021364132238719524,0.8701831499629405,61
subject_600,Cooldown,Frontal,SCML,-0.141068281200065,0.27817905905392354,61
subject_600,Cooldown,Frontal,SCMR,-0.1956458085097676,0.13076918843811303,61
subject_600,Cooldown,Frontal,STL,0.3158227460130488,0.013158777753508502,61
subject_600,Cooldown,Frontal,UTL,-0.35677805345822894,0.004766436658363685,61
subject_600,Cooldown,Frontal,UTR,-0.19552761137428368,0.13100651803338484,61
subject_600,Cooldown,Horizontal,MTL,0.07023212455599,0.5906823969595637,61
subject_600,Cooldown,Horizontal,MTR,-0.22280536066038206,0.08435932371910095,61
subject_600,Cooldown,Horizontal,SCML,-0.3245208513966434,0.010722347330541228,61
subject_600,Cooldown,Horizontal,SCMR,-0.20343098147252275,0.11584174878648194,61
subject_600,Cooldown,Horizontal,STL,0.1961655892770755,0.12972936839397742,61
subject_600,Cooldown,Horizontal,UTL,-0.2663977138330655,0.037963108794468584,61
subject_600,Cooldown,Horizontal,UTR,-0.23975794244975895,0.06273344321061004,61
subject_600,Second_threshold,Sagittal,MTL,0.10210363723619235,0.44159251074966904,59
subject_600,Second_threshold,Sagittal,MTR,0.1385621067273596,0.29528298811873704,59
subject_600,Second_threshold,Sagittal,SCML,-0.07072544628067959,0.5945207881514081,59
subject_600,Second_threshold,Sagittal,SCMR,0.2587953654045149,0.04779665222891151,59
subject_600,Second_threshold,Sagittal,STL,-0.1896637319977661,0.15021852452019221,59
subject_600,Second_threshold,Sagittal,UTL,0.05110162527040652,0.700702783907236,59
subject_600,Second_threshold,Sagittal,UTR,0.019324981096411044,0.8844933477500384,59
subject_600,Second_threshold,Frontal,MTL,-0.18505390158618948,0.16056757089996215,59
subject_600,Second_threshold,Frontal,MTR,0.13107984695688424,0.32237999002108503,59
subject_600,Second_threshold,Frontal,SCML,-0.1927644808189474,0.14354134891029421,59
subject_600,Second_threshold,Frontal,SCMR,-0.030842316931031587,0.8166229648074541,59
subject_600,Second_threshold,Frontal,STL,0.023131737698273685,0.8619441797437062,59
subject_600,Second_threshold,Frontal,UTL,-0.023131737698273685,0.8619441797437062,59
subject_600,Second_threshold,Frontal,UTR,-0.038552896163789485,0.7718910908977685,59
subject_600,Second_threshold,Horizontal,MTL,-0.0996710517402531,0.45260423718184156,59
subject_600,Second_threshold,Horizontal,MTR,-0.14950657761037964,0.2584017028571299,59
subject_600,Second_threshold,Horizontal,SCML,-0.07701853998110467,0.5620527491102864,59
subject_600,Second_threshold,Horizontal,SCMR,-0.07248803762927498,0.5853432524802872,59
subject_600,Second_threshold,Horizontal,STL,-0.1404455729067203,0.28870321580108554,59
subject_600,Second_threshold,Horizontal,UTL,-0.0996710517402531,0.45260423718184156,59
subject_600,Second_threshold,Horizontal,UTR,0.018122009407318746,0.8916389553284351,59
subject_600,Vo2max,Sagittal,MTL,-0.07440582273127315,0.5754310711176089,59
subject_600,Vo2max,Sagittal,MTR,-0.16016547010563814,0.2255993066788019,59
subject_600,Vo2max,Sagittal,SCML,0.3090090083340358,0.0172488456473882,59
subject_600,Vo2max,Sagittal,SCMR,0.45128263679704883,0.00033405731108798097,59
subject_600,Vo2max,Sagittal,STL,-0.24764732683597768,0.05861248513750743,59
subject_600,Vo2max,Sagittal,UTL,-0.10515044901200495,0.42801346878281166,59
subject_600,Vo2max,Sagittal,UTR,0.03310469095373404,0.8034307827624104,59
