pct_center,angle,muscle,mean_r,sd_r,n_subjects,se_r
70,Horizontal,STL_IMF,-0.0007183323938342585,0.0939082630186433,36,0.015651377169773883
70,Horizontal,STR_IMF,-0.030943977855222897,0.12045910061441095,35,0.020361304281007978
70,Horizontal,UTL_IMF,-0.0195429273933439,0.09724554989258445,36,0.016207591648764074
70,Horizontal,UTR_IMF,0.006760573106092313,0.1384263329722641,36,0.023071055495377347
70,Sagittal,MTL_IMF,0.00721640038845019,0.14196281215874468,50,0.020076573430752084
70,Sagittal,MTR_IMF,-0.006300503284316377,0.1109261545045951,50,0.015687327212229176
70,Sagittal,SCML_IMF,-0.0004031810462375139,0.15545595648053678,55,0.020961676895653928
70,Sagittal,SCMR_IMF,0.02946436530109151,0.1598335065370373,55,0.021551945624857648
70,Sagittal,STL_IMF,0.002613955613439161,0.11519900237448277,55,0.015533430311355796
70,Sagittal,STR_IMF,0.030173375307372092,0.11629463585429367,53,0.01597429676515321
70,Sagittal,UTL_IMF,0.009812651429798964,0.12938844269455052,52,0.017942948637985998
70,Sagittal,UTR_IMF,0.0003193860435845157,0.14878101281365472,54,0.020246531378218878
80,Frontal,MTL_IMF,-0.009177734968044565,0.14556566060565693,41,0.02273353681858551
80,Frontal,MTR_IMF,0.010829649839241689,0.11536560792895514,41,0.018017080982830926
80,Frontal,SCML_IMF,0.004528682676488965,0.15758191619950349,45,0.02349092510978434
80,Frontal,SCMR_IMF,0.010702664048117915,0.1423573157770917,45,0.021221375678132023
80,Frontal,STL_IMF,-0.0015160827623666704,0.1573471845286827,45,0.023455933378289183
80,Frontal,STR_IMF,-0.010479521277712197,0.13874679957587238,43,0.021158688573544977
80,Frontal,UTL_IMF,-0.0009601873507205184,0.13934775448726877,43,0.021250333338367285
80,Frontal,UTR_IMF,0.004498270875662832,0.19361491268271588,44,0.02918854632663598
80,Horizontal,MTL_IMF,-0.010093499154764093,0.11060045174446004,39,0.017710246147849013
80,Horizontal,MTR_IMF,-0.035249637804820246,0.1216031276506087,40,0.01922714269880618
80,Horizontal,SCML_IMF,0.001405067643456142,0.1197692530581304,43,0.018264639861168826
80,Horizontal,SCMR_IMF,-0.006623024820474241,0.1154185162730686,44,0.017399996015331702
80,Horizontal,STL_IMF,0.008058281128782246,0.13712615607797704,43,0.02091154275709711
80,Horizontal,STR_IMF,-0.04671897477394644,0.13953949883513506,42,0.02153141212229276
80,Horizontal,UTL_IMF,-0.05569173690080463,0.09577822405581016,42,0.014778900825231324
80,Horizontal,UTR_IMF,-0.022479122036184948,0.12928720104456967,43,0.01971611332160091
80,Sagittal,MTL_IMF,0.005616918347759448,0.11562683365688861,50,0.01635210363318297
80,Sagittal,MTR_IMF,0.02045031966198972,0.11341799014082989,50,0.016039725987425958
80,Sagittal,SCML_IMF,0.0066246075948599,0.15700119350257274,55,0.02117003661319988
80,Sagittal,SCMR_IMF,0.018545857555708534,0.13246412551263428,55,0.017861459040386333
80,Sagittal,STL_IMF,-0.04127802425018205,0.12145508583150073,55,0.01637700043261181
80,Sagittal,STR_IMF,0.010353202040290483,0.11362488860533197,53,0.01560757877743537
80,Sagittal,UTL_IMF,-0.0021960677903733535,0.13305467329316015,52,0.01845136334609992
80,Sagittal,UTR_IMF,-0.004237089211218044,0.12489792045891808,53,0.017156048790255493
90,Frontal,MTL_IMF,-0.002282865132368639,0.1389493796994311,46,0.020486968349393675
90,Frontal,MTR_IMF,0.025815158546599163,0.12932307528465353,46,0.019067647195936347
90,Frontal,SCML_IMF,-0.008483177994957361,0.1458143688216475,49,0.020830624117378214
90,Frontal,SCMR_IMF,0.006713087888474454,0.1585966046924264,50,0.022428946930235383
90,Frontal,STL_IMF,-0.01953925356823953,0.14481205706208147,49,0.020687436723154495
90,Frontal,STR_IMF,-0.007778652695931425,0.16109232460980172,48,0.0232516742444629
90,Frontal,UTL_IMF,-0.012271800194648842,0.15624639479360422,47,0.022790879048145758
90,Frontal,UTR_IMF,0.020639609621192094,0.21079451684722247,49,0.030113502406746068
90,Horizontal,MTL_IMF,-0.00668906988179708,0.11938282553017811,44,0.017997638122548284
90,Horizontal,MTR_IMF,-0.016100508816274645,0.13421075098483526,45,0.020006957500892566
90,Horizontal,SCML_IMF,-0.015318235216416518,0.1140593982683753,48,0.016463056073463305
90,Horizontal,SCMR_IMF,-0.02151857494531208,0.12578758529889728,48,0.01815587405825784
90,Horizontal,STL_IMF,-0.016424711058451558,0.11525100244489087,48,0.016635049321482992
90,Horizontal,STR_IMF,-0.02698041829757446,0.11773433738031924,46,0.017358981009954897
90,Horizontal,UTL_IMF,-0.03452461081856772,0.12127549290159258,45,0.01807868307551695
90,Horizontal,UTR_IMF,-0.039641838063194455,0.17636310367787514,48,0.025455821345884772
90,Sagittal,MTL_IMF,-0.0023686198371986643,0.13074566356956854,51,0.018308054876949333
90,Sagittal,MTR_IMF,0.015414328514621066,0.13648104882343917,51,0.01911116945147163
90,Sagittal,SCML_IMF,-0.008697153357562415,0.14322947130964012,56,0.019139843190337187
90,Sagittal,SCMR_IMF,-0.00935286046507717,0.15541359603242327,56,0.020768015342850638
90,Sagittal,STL_IMF,-0.022916437774171957,0.1329444671112774,56,0.017765451692772726
90,Sagittal,STR_IMF,-0.009519565618804396,0.1317483280673223,54,0.017928676568318837
90,Sagittal,UTL_IMF,0.0004147888454117806,0.12601563336915145,53,0.017309578465937878
90,Sagittal,UTR_IMF,0.0008843970890617074,0.17931503280713343,54,0.02440168519932791
