Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
phase,21054.116763808277,4,5263.529190952069,25.409653747259792,2.2758694426601524e-17,1.8248438363598353e-10,0.17327185403224318,0.5421745145729592,False,0.09595682944839776,4.1971310519176794e-23
Error,46400.88961859276,224,207.14682865443197,,,,,,,,
