Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
phase,22236.31988164941,4,5559.079970412353,19.75202195030576,6.598478243953966e-14,4.9850009582331795e-08,0.1475738407583877,0.4977105109594579,False,0.04994966192749329,8.412775113943272e-30
Error,61917.58983296319,220,281.4435901498327,,,,,,,,
