Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
phase,6182.00775417957,4,1545.5019385448925,16.61180692538808,6.532902775360475e-12,2.996719429782611e-05,0.12754293615342918,0.3198473336323004,False,0.006838458306321308,5.325907231557073e-52
Error,20467.997732397984,220,93.03635332908175,,,,,,,,
