Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
phase,0.5594701784756796,4,0.1398675446189199,6.568544260106628,5.193207851693149e-05,0.00013442860535360014,0.05734504729181687,0.8688326568124075,True,0.7309583755380891,0.05303914631329074
Error,4.68457828670593,220,0.021293537666845136,,,,,,,,
