Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
phase,0.19077739196238105,4,0.047694347990595264,3.083488913699414,0.016913518003766965,0.033661779044526996,0.026981233452525302,0.6791136866127645,False,0.3499610408499061,4.868879323764198e-09
Error,3.464755103359777,224,0.015467656711427576,,,,,,,,
