Contrast,A,B,mean(A),std(A),mean(B),std(B),Paired,Parametric,W-val,alternative,p-unc,p-corr,p-adjust,hedges
phase,Cooldown,SecondThreshold,0.6410610580314599,0.24824247462248206,0.6651426529978823,0.23437729867157145,True,False,785.0,two-sided,0.5878430586305992,1.0,bonf,-0.09909643262645894
phase,Cooldown,VO2max,0.6410610580314599,0.24824247462248206,0.5817692806004748,0.23497312535171394,True,False,561.0,two-sided,0.022831032360102668,0.22831032360102668,bonf,0.24369514237332843
phase,Cooldown,WanT,0.6410610580314599,0.24824247462248206,0.5961849499548978,0.20310006300749528,True,False,644.0,two-sided,0.10233542463626799,1.0,bonf,0.19656422960621234
phase,Cooldown,Warmup,0.6410610580314599,0.24824247462248206,0.7552173455854793,0.14240115244511034,True,False,440.0,two-sided,0.0013132225945281122,0.013132225945281122,bonf,-0.5603940563548224
phase,SecondThreshold,VO2max,0.6651426529978823,0.23437729867157145,0.5817692806004748,0.23497312535171394,True,False,500.0,two-sided,0.00598625106474388,0.059862510647438805,bonf,0.35292858758601475
phase,SecondThreshold,WanT,0.6651426529978823,0.23437729867157145,0.5961849499548978,0.20310006300749528,True,False,641.0,two-sided,0.09754728356074209,0.9754728356074209,bonf,0.3123756137966286
phase,SecondThreshold,Warmup,0.6651426529978823,0.23437729867157145,0.7552173455854793,0.14240115244511034,True,False,453.0,two-sided,0.0018555785192008207,0.018555785192008206,bonf,-0.46142880501339006
phase,VO2max,WanT,0.5817692806004748,0.23497312535171394,0.5961849499548978,0.20310006300749528,True,False,779.0,two-sided,0.5562514586179885,1.0,bonf,-0.06520767351279821
phase,VO2max,Warmup,0.5817692806004748,0.23497312535171394,0.7552173455854793,0.14240115244511034,True,False,199.0,two-sided,3.794660884071396e-07,3.7946608840713962e-06,bonf,-0.8868812338043558
phase,WanT,Warmup,0.5961849499548978,0.20310006300749528,0.7552173455854793,0.14240115244511034,True,False,299.0,two-sided,1.6717782354242953e-05,0.00016717782354242953,bonf,-0.9007249911470713
