segment,time_sec,MTL,MTR,SCML,SCMR,STL,STR,UTR,UTL
second_threshold,240.9996,2.6670161600853763,4.138560069916584,6.2676573967138625,3.3029466698371226,6.694630758902026,10.736104971675948,4.122924718456872,3.0006648858372595
second_threshold,241.9994,3.0548629847902182,5.209092359476147,6.526028841891604,4.313592700370817,6.712170503225487,6.759759595809012,4.601733268910546,3.2952150759211642
second_threshold,242.9992,3.8154821216542603,5.19589222481001,10.689500727199633,4.812497452930121,10.962906287224726,11.704061196370834,3.0699504739545365,3.090971706765924
second_threshold,243.9998,2.9329379874102472,5.207978876569883,8.923445744797043,2.316641105275801,9.248589861074429,5.870119814392613,3.3127484409210295,2.3775979995216434
second_threshold,244.9996,2.7525922850770717,5.190977814705834,6.970835338193166,1.7121651356269287,5.940025532516076,4.999484477346945,2.6435133413144274,2.13280970439786
second_threshold,245.9994,2.8064885497148975,3.2841992712400887,5.748402685367486,2.4869792418050727,6.540552485822751,5.124430527426266,2.3856704837634135,2.2780674689011184
second_threshold,246.9992,3.578571198350228,5.019646207698472,7.360823994476106,2.2610281022348264,6.642868025714651,3.523010177629221,3.374381821952737,3.509589420620532
second_threshold,247.9998,2.9463833400156494,3.8396648595838165,7.685384899762017,2.35156158259558,5.803917632891589,4.1109106334267596,1.8176020520776544,2.5081350305253474
second_threshold,248.9996,2.5878884165277385,3.5012350971345962,6.408073155665352,2.8343787477843145,4.395599781735602,4.631548153735047,1.5254719150492286,2.2801521478994013
second_threshold,249.9993,3.6981730251850844,3.3920809961522793,5.660873135060405,2.658020572335381,5.074424015815655,3.7705455816087987,3.4408837287123966,3.661449206658677
second_threshold,250.9999,2.9497724547218644,4.323792074143081,5.716876563264788,1.7253473944854885,6.0685745741074,3.7661131394296263,3.9277996312291124,3.071375648026782
second_threshold,251.9997,3.9213437764008776,7.55120079768401,7.0438245073087895,1.9326339015963816,6.3652413775920165,5.691061852869461,9.582020932631462,6.997830163758817
second_threshold,252.9995,4.217294421574851,10.470448981295652,8.558405498814594,7.355001884452808,7.9430482857576,11.561165051269873,12.609381322745472,6.468134890128176
second_threshold,253.9993,4.243370631055374,5.423371308779948,9.636951904949528,3.4758584120438822,9.254459431488664,7.603106671432659,15.29696343742137,9.443302050802075
second_threshold,254.9999,3.368760314370865,4.803022510199187,8.499103345193724,3.603543994570479,8.497173582934606,5.999746589970996,7.927075041754361,5.270602747081487
second_threshold,255.9997,3.5971632375573694,5.186236445433384,6.284930240816788,2.6542522226199563,6.986083510149387,4.960950792971069,5.1979929591985226,4.3364646564440825
second_threshold,256.9995,3.113018932454863,4.344746600719854,5.888018038809232,2.888679574441781,6.808247017301037,5.325015325504418,2.1495013624361343,4.06008717794293
second_threshold,257.9993,2.882050322544377,3.7449044526228628,5.5729306842316095,4.441683975673964,6.474473499309393,5.999875233176378,2.8831471805507647,3.42553736700116
second_threshold,258.9999,2.627361934503824,3.2121876497385617,5.712658689728632,2.8727215131487953,6.182421494069533,4.032267673593979,2.24790577091866,3.0360270010730446
second_threshold,259.9997,2.8426333129888635,3.573885603598063,5.662225608480435,2.452981369830475,5.565348101758576,4.598296062936502,1.6728538007635194,3.044418477643417
second_threshold,260.9995,3.3204035324999426,3.7975300278887585,5.393121011356026,3.049263172781309,5.70874594782835,4.13857789388624,1.7929440935402052,2.818168944497077
second_threshold,261.9993,3.1920450213409755,3.490118513875564,5.51577924124064,5.0319619252609495,6.093071238471375,3.2244228782393045,2.0383549001003303,2.5995340020385007
second_threshold,262.9998,2.8973593941761466,3.2890847455052996,5.378664791783165,1.7538257649269597,5.584141731150873,3.4256080749497904,1.7516515296821826,3.7102769030780873
second_threshold,263.9996,3.1788142243825828,4.801669748408232,5.259225927869887,3.601229920841835,6.526796925530405,4.327313742492429,1.8772034609817347,3.9958715330661065
second_threshold,264.9995,2.94855607608049,3.6143419697159085,5.320494113393833,6.819377932081881,6.380107753314481,6.422126377075827,2.510949042661607,3.0732654810926676
second_threshold,265.9992,8.274640850442383,3.7283831380495207,6.136704429142444,2.271881189373174,6.14694058247427,3.2487060248903314,2.3733831972902473,2.958316252927774
second_threshold,266.9998,59.16749672678612,7.503330576570633,5.618435103740946,2.2168346984491882,6.36874314418383,3.78324907788461,2.1670938027992,3.209297051827322
second_threshold,267.9996,3.453714216132037,4.180385424222513,5.985148616122039,2.1051344173460547,5.8320341689741735,3.3644569042170693,2.7440246123249037,3.1957318637278234
second_threshold,268.9994,2.909866164918027,3.676330176310285,5.267773779890575,2.497168373163185,6.737715714034108,4.125931463395646,1.842321508501591,3.0181963753983614
second_threshold,269.9992,3.431288071772222,6.5323420237284076,5.747925715539572,2.4260797322489265,9.194919959808997,4.174564407862577,3.043798604903269,3.3048586771988333
second_threshold,270.9998,4.165113983660671,3.7718482904181245,6.151726218453729,2.8544460758574006,5.988772189566588,4.752112477430587,2.401552094837601,3.263698957102883
second_threshold,271.9996,3.560954213126615,4.040023249126367,7.087320445162551,3.090734518218323,6.939323000979916,7.493390348726073,1.7212773208024845,3.163721213516942
second_threshold,272.9994,2.957804791306611,4.096241610712133,7.371055893635016,4.283057578409659,8.391676645647635,13.457456530439337,1.482503257817155,3.2122337654270487
second_threshold,273.9992,2.871951446536261,3.5156585135701857,6.137560566950179,2.968579394799544,6.5606528712335255,5.001589560421331,1.9186825693068805,2.8731198609094704
second_threshold,274.9998,3.266786784851336,5.443737979223574,8.078270757591357,3.5609737322448396,6.660291746006965,8.666282777845492,1.949949643304045,4.031565212506456
second_threshold,275.9995,3.0363050789013966,4.834976346264987,7.268713735246741,6.540456256518876,6.654331910803741,10.193607399571917,3.4905937824705986,5.783735064111359
second_threshold,276.9994,3.2031037716254094,6.263245317726712,9.708548098507398,5.840467755872776,7.419673643516721,8.172729789652605,5.53594057720865,7.504677520807847
second_threshold,277.9999,3.0599636186949493,5.027520175612015,10.328201821595801,3.4192808782824122,8.604961094185745,5.260830841252736,6.2017655331490165,4.2796029875154025
second_threshold,278.9997,2.9875853885828634,3.916823941775481,6.449722258670585,3.15196032125054,7.126348998367297,4.237143639715378,5.062571247176477,2.8942245800350466
