Time (s),Period,MTL,MTR,SCML,SCMR,STL,STR,UTR,UTL,angle sagital,angle frontal,angle horzintal
0.9997941,Warmup,4.380452098860057,5.831582456554598,1.979760064938296,4.639398331317028,8.286392546431514,10.57702662461991,5.25397839046109,19.35296758021286,0.0,0.0,0.0
1.999588,Warmup,4.935469230377655,7.247387079610695,2.000565153557804,5.009829353146762,11.01724665255282,12.78553708136955,5.313728993001124,7.466188108105927,5.0,0.0,0.0
2.999382,Warmup,4.827880660323357,6.255067726375127,1.967568149993345,5.019993732312251,16.60010407402886,13.06860445383432,5.626944287776865,8.426674769785844,10.0,0.0,0.0
3.99997,Warmup,4.775201302357945,5.574198456846156,2.041086210518326,5.050349554241126,11.86372038099637,10.60317638853271,5.2416301178639,6.710138401519047,10.0,0.0,0.0
4.999764,Warmup,4.00563507365776,4.907188560244262,2.002639156022527,4.427665130746506,10.1564222394438,10.51879152836542,6.257851270746488,7.907977193930216,10.0,0.0,0.0
5.999559,Warmup,4.449034232837599,4.697384984987825,1.945451618329858,4.043351415210787,15.02021840178107,10.22724847972567,5.014730439114073,5.677226353523888,10.0,0.0,0.0
6.999353,Warmup,4.122509373399544,4.956646132039836,2.151662325523609,10.96263189640689,14.85699428872643,11.96560155579095,6.741611079734991,4.879490803969068,10.0,0.0,0.0
7.999941,Warmup,4.31420180538493,5.574499781514421,2.109786151582723,3.707581885154152,13.21862024778497,11.91030572976582,8.130050453925639,4.996797546637075,10.0,0.0,0.0
8.999735,Warmup,4.58638661226574,18.53966009515197,1.87110058933124,4.143493795795343,15.11940066717283,12.58481175361789,4.954333803877773,5.302820717480622,20.0,-10.0,0.0
9.999529,Warmup,4.370420899194503,7.668307658537566,2.062576512848731,4.561078839568191,14.69216146774755,9.670567265914967,5.408202885357969,5.782030290445341,5.0,-10.0,0.0
10.99932,Warmup,4.465840144869058,4.9862776425412,1.996038647311543,6.426024393855968,12.02184231879429,11.33371698636306,4.306090734589139,5.940946938802277,5.0,0.0,0.0
11.99991,Warmup,4.879177119799437,5.456127231496448,1.954513158652712,5.334385862717603,5.322782130898027,11.54119919433708,4.966802545861723,5.448868030353286,0.0,0.0,0.0
12.99971,Warmup,4.404631437458836,4.911013323799883,2.026392351338027,4.511155839460241,6.736141399085315,12.03167038634993,3.854948841198437,5.825933961378674,0.0,0.0,0.0
13.9995,Warmup,3.977919107813876,4.838508808201224,1.912149217568907,5.949110291730269,6.088197875018158,12.57420584555317,4.365333537042733,6.695760851512458,0.0,0.0,0.0
14.99929,Warmup,4.140958379249853,4.275092773800968,1.876517516220815,6.476926392945209,6.224003980353062,11.98052844663422,4.310443971802532,4.826881820234713,0.0,0.0,0.0
15.99988,Warmup,3.985505592817165,4.52471615774795,2.013592744668241,9.265793010273123,7.667904772112445,12.56337810256352,4.869281410005867,7.5651432298811,0.0,0.0,0.0
16.99968,Warmup,3.683265036132901,4.860125362249632,2.061166422262072,14.88663784261235,9.750725403387571,10.67585968509247,4.71915327080442,4.772077064527678,0.0,0.0,0.0
17.99947,Warmup,4.304913015074361,4.642179121423167,1.965989488583026,8.985908158656267,12.62118955461307,12.1903703856084,5.49490373861904,5.188755540621129,5.0,0.0,0.0
18.99926,Warmup,5.021984339515321,7.077937015764038,2.181084829924794,8.61749890435569,15.99014249712633,13.65424091391334,4.637396119993332,13.17365016067453,10.0,0.0,0.0
19.99985,Warmup,4.977443020964687,4.850979221603283,2.069750109134454,5.557817464058387,22.71025660688979,12.756426264566,4.777765743154945,12.45904778828658,10.0,0.0,0.0
20.99965,Warmup,4.745779802317348,5.529483408859328,6.006176279519734,4.683430867835015,20.1504873758346,13.2093181269617,5.270757253210511,49.97775882860699,10.0,0.0,0.0
21.99944,Warmup,5.21649379803943,6.292525139823978,3.883789549912364,8.104170710476586,18.93400295030723,10.841800246453,5.00434638407499,13.64945826568392,10.0,0.0,0.0
22.99924,Warmup,4.049781153535237,5.921832385809044,2.066802422170513,4.180949227302418,13.41251596756573,11.72558077896943,5.930073757417317,4.597548925643896,10.0,0.0,0.0
23.99982,Warmup,4.043933648185961,4.971141736087445,2.024313791787795,4.279007311335113,16.15828283502796,11.26832958058129,5.067169892710067,4.531949757206505,10.0,0.0,0.0
24.99962,Warmup,4.458353499300409,5.520280121436196,2.115718582211592,20.34171672353711,19.40077075378887,10.73609077398072,6.334534321471566,4.219685508558623,10.0,0.0,0.0
25.99941,Warmup,9.582209143185985,4.944337228081597,2.300091524898208,15.41070538353866,16.84556152991588,11.66993771226283,4.083154750070892,5.170414643715863,10.0,0.0,0.0
26.9992,Warmup,47.24006959997773,14.62388581949805,2.077041097751213,9.03416311219237,18.25935991284633,11.81614816184934,24.46749692357854,6.408984364323428,10.0,0.0,0.0
27.99979,Warmup,6.234031284339546,7.669773035228443,2.051973225875325,7.902356387753331,17.73812420469234,13.25048845778142,7.271957178902528,4.426072410345827,10.0,0.0,0.0
28.99959,Warmup,5.168603488804608,5.880264747369981,2.411875082280728,5.789692448595662,18.15431452192167,10.69330235322104,4.697839891987035,4.734866305156842,15.0,0.0,0.0
29.99938,Warmup,33.05018113521825,5.010103194710627,2.488626370509382,4.60319311812843,12.96357263486032,11.1582709065375,5.782718055621549,4.727679496894328,15.0,0.0,0.0
30.99997,Warmup,4.95477709453829,4.869239361278737,2.435501000663659,5.947111077805966,14.3857168667029,11.67621789985605,3.71915857822449,4.938103425102891,15.0,0.0,0.0
31.99976,Warmup,4.322064618278341,4.663734030900942,2.271500030370968,8.312486883828665,15.87485121814362,11.42673228730454,4.172158144087305,4.872486839935323,10.0,0.0,0.0
32.99956,Warmup,4.431246136243279,4.116345263525823,2.695446421750271,7.759460064378424,16.55531119561432,11.19989320619029,5.459354485753998,4.599350276760405,10.0,0.0,0.0
33.99935,Warmup,4.820082651304227,4.835194514131512,3.121243315513737,9.900797674571093,15.52316237360118,11.05367554444289,3.931394939842022,5.200223905312419,10.0,0.0,0.0
34.99994,Warmup,4.517537169106587,4.883402758827151,2.349194721488082,5.994248760240744,13.0423114008041,10.97713746658173,4.10903570098519,4.859523114367296,5.0,0.0,0.0
35.99973,Warmup,4.447205584316547,4.866502392383843,2.172281210841734,7.058224259084517,12.08813469728774,17.13092067877253,3.873122518875911,5.407037708379625,5.0,0.0,0.0
36.99953,Warmup,6.980258145926712,5.797743783742912,1.939228450582487,10.44021375957702,11.76329445817444,26.9989857406651,4.181924022671575,6.054284044257571,5.0,0.0,0.0
37.99932,Warmup,6.388221725852985,6.277278151125116,2.145161369651282,5.716120451007158,12.48247128562192,10.75069301295852,4.864503409658919,5.692235999282159,10.0,0.0,0.0
38.99991,Warmup,4.819233102844644,5.917449477189992,2.111375411095788,6.571529685555372,12.49313413201615,10.70449607759915,4.867122028171576,7.16346451002122,10.0,0.0,0.0
39.99971,Warmup,4.929231171082566,5.85511975247067,2.394772294950161,8.385426592127626,12.15772266113354,11.03553369943107,4.818882983292743,5.13983032142439,10.0,0.0,0.0
40.9995,Warmup,4.737431530603017,7.03664651257785,2.207002113894995,8.993260078385907,13.85728815528388,10.60167523859427,4.234391009208341,4.346680196080153,10.0,0.0,0.0
41.99929,Warmup,4.595727869687375,7.46364234817925,1.86018416783959,5.08822253961244,13.08848056048367,10.41918312367102,8.357207340191053,5.034568922076971,15.0,0.0,0.0
42.99988,Warmup,5.449931015719526,10.67820476231938,2.122999969411835,5.514193747094265,13.50028250843635,13.25835005717593,17.64935183377595,4.625756176880937,5.0,0.0,0.0
43.99968,Warmup,5.192719616551296,4.677343832268988,2.459313550942459,11.36777525959282,9.256519591217407,8.85541679680092,5.305667499483902,4.270068383048931,0.0,0.0,0.0
44.99947,Warmup,4.600038232685383,5.041893376807765,2.065899543828625,8.34155826830304,11.22728560373508,10.77989183707969,4.10599788522319,5.016593239815547,0.0,0.0,0.0
45.99926,Warmup,4.907437685269931,5.168463199894409,2.137056854930072,8.475064746555148,10.08920873704529,9.819804113959924,4.975986614416637,5.18592043024213,5.0,0.0,0.0
46.99985,Warmup,5.048750074495151,5.57555485838213,2.230763747304212,6.969233748461956,9.824061511856225,10.38336172346408,5.831061372916114,6.573185866895042,5.0,0.0,0.0
47.99965,Warmup,12.70390923775406,5.400308840571077,2.205340253146568,8.015652009210047,10.03693620567024,12.6167411670237,6.268563056280555,6.289389394713244,10.0,0.0,0.0
48.99944,Warmup,17.39020226494607,5.392136435862956,2.227722717751567,6.601668734181702,11.98252929844988,10.78745770534397,9.231735497872604,5.159580584577984,10.0,0.0,0.0
49.99923,Warmup,6.241326079622046,5.179630196601212,2.029339288108379,6.820300491233263,12.10463084478146,10.98266701846997,5.367862431577589,5.248764725078297,10.0,0.0,0.0
50.99982,Warmup,5.094975499408644,5.753242350246347,2.10277983918126,6.063102005720417,12.53612523269366,10.34200723256987,17.28477075867838,6.445571015210949,10.0,0.0,0.0
51.99962,Warmup,8.29951890460621,5.159212014560389,13.25563369846146,16.85782736072322,13.70624857052891,9.881602175819129,6.495804003629484,4.794860688352967,10.0,0.0,0.0
52.99941,Warmup,11.62525600277244,6.099301634394278,9.336448075136431,11.94861978965607,13.98406229813924,9.53190813086518,5.469891736192235,5.44797860188548,-5.0,0.0,0.0
53.99921,Warmup,7.273969048853473,5.139100849389557,3.275869468693496,9.692625588197268,13.31720193321409,8.069508414982169,5.414311559866804,5.547931119132885,-10.0,0.0,0.0
54.99979,Warmup,20.12514071489194,4.691151255437903,3.83802067867418,15.18689377276537,13.92039559875951,7.052482004717668,5.121427526976396,5.633523789508448,-15.0,10.0,0.0
55.99959,Warmup,6.210618441875012,5.110920616954933,3.836770719789341,14.63403471018476,11.73912063338364,7.543662090860003,3.91786385990788,5.194553194086411,-15.0,10.0,0.0
56.99938,Warmup,5.70663062616809,4.943836071191392,16.02828874555438,53.73585326710751,11.70843315394412,7.402875793581488,6.126133851678253,5.006941522181956,-15.0,10.0,0.0
57.99997,Warmup,5.280793736721016,5.363777504327918,9.770933786414538,43.58012500868667,8.60380261422496,8.799482951309088,5.281522270985069,4.88590938609535,-15.0,10.0,0.0
58.99976,Warmup,5.115765952626532,4.655921745448267,2.713963467721768,23.32870150393356,11.15367399775491,7.752237254149166,4.298731399467358,4.740925096035966,-10.0,10.0,0.0
59.99956,Warmup,5.244628836249698,4.930330506425034,2.219287144879409,16.56200410406728,14.79349591596131,7.937975287845323,3.958763536259276,5.84506387350398,-10.0,10.0,0.0
60.99935,Warmup,5.215051118534164,5.444903977115268,2.419085086232889,18.64768075278366,14.61743003028597,8.300209475750938,4.312538473831276,4.982430955030384,-10.0,10.0,0.0
480.9994,Second_threshold,11.52459399355218,5.482691193382363,3.154144314905453,4.628630933810956,25.29996186430116,10.54942353373979,3.987978906595424,4.881060918828955,15.0,0.0,0.0
481.9992,Second_threshold,11.4775561677811,5.863868237009657,3.182789343230195,4.337024843944669,19.24446950295931,10.07343419684793,3.882732509813592,4.80793276141916,15.0,0.0,0.0
482.9998,Second_threshold,6.413036466941023,5.362514748298657,3.441554163090908,4.304419550148566,18.75092954436439,11.60359647588502,4.466173150822528,4.771828493399692,15.0,0.0,0.0
483.9996,Second_threshold,8.824506597934658,4.618986906617311,3.305736346069194,4.689429294180716,19.28440767421709,12.45374468275773,4.418768375670343,4.58991921853521,15.0,0.0,-20.0
484.9994,Second_threshold,6.492964755195067,4.757236997762242,3.139273422149886,4.021096594739415,102.1057537657961,12.3560611495338,3.56664932502331,4.48013010126978,15.0,0.0,-20.0
485.9992,Second_threshold,7.733093373372585,4.627167026518787,2.892022518728854,7.11910834988208,21.29434714766665,11.9319918673916,4.024777981081135,4.554190380366813,20.0,0.0,-20.0
486.9998,Second_threshold,7.780426090514063,5.199108851388976,3.332364410258919,4.950043967545147,65.33921442897876,10.80574589280057,4.167642261574846,4.684791143267773,15.0,0.0,-20.0
487.9996,Second_threshold,7.430205207212852,5.41386846392802,3.309944007370833,4.679148525467585,28.66779361911015,12.095795657585,4.473925009306809,5.102837288524124,20.0,0.0,0.0
