segment,time_sec,MTL,MTR,SCML,SCMR,STL,STR,UTR,UTL
second_threshold,240,7.888914e-06,1.19173e-05,-3.524834e-06,1.15816e-05,-2.4841690000000002e-05,-5.6229495e-06,-1.510643e-06,-7.553216e-06
second_threshold,241,7.888914e-06,1.19173e-05,-3.860533e-06,1.05745e-05,-2.265965e-05,-3.524834e-06,-8.392462e-07,-8.224612e-06
second_threshold,242,7.217518e-06,1.15816e-05,-3.189136e-06,1.19173e-05,-2.433814e-05,-3.356985e-06,-8.392462e-07,-8.728161e-06
second_threshold,243,7.888914e-06,1.174945e-05,-4.196231e-06,4.867628e-06,-2.366674e-05,-4.028382e-06,1.678492e-07,-7.553216e-06
second_threshold,244,7.721065e-06,1.15816e-05,-2.853437e-06,1.05745e-05,-2.400244e-05,-7.217518e-06,-1.678492e-07,-6.210422e-06
second_threshold,245,8.560311e-06,1.12459e-05,-3.692683e-06,1.12459e-05,-2.433814e-05,-4.867628e-06,-1.174945e-06,-4.9515525e-06
second_threshold,246,8.560311e-06,1.12459e-05,-4.196231e-06,1.05745e-05,-2.299535e-05,-4.531929e-06,-8.392462e-07,-7.8049895e-06
second_threshold,247,7.888914e-06,1.19173e-05,-4.196231e-06,9.903105e-06,-2.299535e-05,-2.853437e-06,-1.510643e-06,-8.224612e-06
second_threshold,248,7.888914e-06,1.19173e-05,-3.692683e-06,1.15816e-05,-2.5093465e-05,-6.1264974999999995e-06,8.392462e-07,-5.539025e-06
second_threshold,249,7.888914e-06,1.12459e-05,-3.524834e-06,1.12459e-05,-2.198825e-05,-5.539025e-06,1.510643e-06,-6.210422e-06
second_threshold,250,7.888914e-06,1.19173e-05,-2.0141909999999997e-06,1.326009e-05,-2.232395e-05,-1.12459e-05,1.174945e-06,-6.4621955e-06
second_threshold,251,7.888914e-06,1.19173e-05,-4.196231e-06,1.19173e-05,-2.433814e-05,-1.678492e-07,5.035477e-07,-7.721065e-06
second_threshold,252,8.392462e-06,1.225299e-05,-2.853437e-06,8.9799345e-06,-2.3750665e-05,-6.210422e-06,1.6784925e-06,-5.9586480000000005e-06
second_threshold,253,7.888914e-06,1.19173e-05,-2.853437e-06,1.05745e-05,-2.433814e-05,-5.0354775e-06,1.846342e-06,-7.553216e-06
second_threshold,254,7.888914e-06,1.12459e-05,-4.36408e-06,1.05745e-05,-2.366674e-05,-4.196231e-06,-1.678492e-07,-8.308537000000001e-06
second_threshold,255,8.224612e-06,1.12459e-05,-3.524834e-06,1.19173e-05,-2.568093e-05,-4.196231e-06,-1.510643e-06,-7.888914e-06
second_threshold,256,7.888914e-06,1.141375e-05,-3.524834e-06,1.292439e-05,-2.232395e-05,-4.867628e-06,5.203327e-06,-4.531929e-06
second_threshold,257,8.224612e-06,1.15816e-05,-3.356985e-06,1.527428e-05,-2.366674e-05,-4.196231e-06,4.531929e-06,-2.517739e-06
second_threshold,258,8.560311e-06,1.15816e-05,-2.0981155e-06,1.258869e-05,-2.299535e-05,-6.210422e-06,2.517739e-06,-6.54612e-06
second_threshold,259,8.224612e-06,1.15816e-05,-3.189136e-06,1.040665e-05,-2.601663e-05,-6.0425725e-06,1.846342e-06,-7.553216e-06
second_threshold,260,7.888914e-06,1.258869e-05,-2.18204e-06,1.258869e-05,-2.265965e-05,-8.224612e-06,2.517739e-06,-6.881819e-06
second_threshold,261,7.888914e-06,1.19173e-05,-2.18204e-06,1.594568e-05,-2.3750665e-05,-7.721065e-06,6.54612e-06,-6.210422e-06
second_threshold,262,7.888914e-06,1.225299e-05,-1.846342e-06,1.09102e-05,-2.5093465e-05,-3.524834e-06,1.846342e-06,-7.553216e-06
second_threshold,263,8.308537000000001e-06,1.242084e-05,-3.021286e-06,1.09102e-05,-2.417029e-05,-6.881819e-06,-1.678492e-07,-8.392462e-06
second_threshold,264,8.224612e-06,1.1665525e-05,-3.524834e-06,1.0490574999999999e-05,-2.299535e-05,-8.644236e-06,5.035477e-07,-7.553216e-06
second_threshold,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
second_threshold,266,,,,,,,,
second_threshold,267,,,,,,,,
second_threshold,268,,,,,,,,
second_threshold,269,,,,,,,,
second_threshold,270,,,,,,,,
second_threshold,271,,,,,,,,
second_threshold,272,,,,,,,,
second_threshold,273,,,,,,,,
second_threshold,274,,,,,,,,
second_threshold,275,,,,,,,,
second_threshold,276,,,,,,,,
second_threshold,277,,,,,,,,
second_threshold,278,,,,,,,,
second_threshold,279,,,,,,,,
second_threshold,280,,,,,,,,
second_threshold,281,,,,,,,,
second_threshold,282,,,,,,,,
second_threshold,283,,,,,,,,
second_threshold,284,,,,,,,,
second_threshold,285,,,,,,,,
second_threshold,286,,,,,,,,
second_threshold,287,,,,,,,,
second_threshold,288,,,,,,,,
second_threshold,289,,,,,,,,
second_threshold,290,,,,,,,,
second_threshold,291,,,,,,,,
second_threshold,292,,,,,,,,
second_threshold,293,,,,,,,,
second_threshold,294,,,,,,,,
second_threshold,295,,,,,,,,
second_threshold,296,,,,,,,,
second_threshold,297,,,,,,,,
second_threshold,298,,,,,,,,
second_threshold,299,,,,,,,,
vo2max,360,,,,,,,,
vo2max,361,,,,,,,,
vo2max,362,,,,,,,,
vo2max,363,,,,,,,,
vo2max,364,,,,,,,,
vo2max,365,,,,,,,,
vo2max,366,,,,,,,,
vo2max,367,,,,,,,,
vo2max,368,,,,,,,,
vo2max,369,,,,,,,,
vo2max,370,,,,,,,,
vo2max,371,,,,,,,,
vo2max,372,,,,,,,,
vo2max,373,,,,,,,,
vo2max,374,,,,,,,,
