pct_center,angle,muscle,mean_r,sd_r,n_subjects,se_r
90,Horizontal,SCMR,-0.09430058964622141,0.2875255962979131,49,0.04107508518541615
90,Horizontal,STL,0.04769822543600193,0.24312814549994097,49,0.03473259221427728
90,Horizontal,STR,0.023839563779232645,0.2567998102996148,48,0.03706585990108186
90,Horizontal,UTL,-0.07398095701696518,0.28710268731213073,49,0.04101466961601868
90,Horizontal,UTR,-0.04083359454682375,0.25473789767038807,49,0.03639112823862687
90,Sagittal,MTL,0.07132684318553247,0.34530544832361215,56,0.046143381479047535
90,Sagittal,MTR,0.024191254639285807,0.30439527363529817,57,0.040318138926762045
90,Sagittal,SCML,0.22672702580541604,0.39236189721843395,57,0.051969602854524476
90,Sagittal,SCMR,0.19529391856367595,0.3882990827940232,56,0.051888647550492974
90,Sagittal,STL,-0.023806388805760827,0.39186085088417816,57,0.05190323764631342
90,Sagittal,STR,-0.045903430433940455,0.3507126843735906,56,0.04686595379006297
90,Sagittal,UTL,0.13160762313514182,0.3427580704415525,57,0.045399415494501584
90,Sagittal,UTR,0.10381738857491524,0.37187594522778616,57,0.04925617222683507
