Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
phase,167.9109039853902,3,55.9703013284634,121.72828973949977,6.36439280366342e-42,1.3782383611412373e-29,0.6017673176485753,0.686298888826176,False,0.3447375526593292,2.8015497658745733e-11
Error,77.24589446959638,168,0.4597969908904546,,,,,,,,
