"Variable","p_value","Significant","Cluster_0_Mean","Cluster_1_Mean"
"Baseline_SCM_MVC_Warmup",0.000157965779185555,"***",6.02467660523954,17.8781769605763
"Mean_SCM_MVC_Increase",0.000216923105876181,"***",16.9650789110624,53.3078983724895
"SCM_Peak_MVC_WanT",6.79957068888907e-12,"***",67.3814681197247,241.037082722577
"CCI_SCML_MTL_Change",0.00149595352646436,"**",-0.107398880538111,-0.33296034786785
"SCM_Bilateral_Asymmetry",1.11035263024239e-06,"***",29.5993337029287,146.143509338327
