"Variable","Eta_Squared","Percentage"
"Baseline_SCM_MVC_Warmup",0.182625992866244,18.2625992866244
"Mean_SCM_MVC_Increase",0.282301673298269,28.2301673298269
"SCM_Peak_MVC_WanT",0.633936309678271,63.3936309678271
"CCI_SCML_MTL_Change",0.173366454721113,17.3366454721113
"SCM_Bilateral_Asymmetry",0.45944631916541,45.944631916541
