"Variable","Eta_Squared","Percentage"
"Baseline_SCM_MVC_Warmup",0.680020363552255,68.0020363552255
"Mean_SCM_MVC_Increase",0.476022803713994,47.6022803713994
"SCM_Peak_MVC_WanT",0.643327841279152,64.3327841279152
"CCI_SCML_MTL_Change",0.23294787694627,23.294787694627
"SCM_Bilateral_Asymmetry",0.544898043849746,54.4898043849746
