"Variable","Cluster_0_Mean","Cluster_0_SD","Cluster_0_Median","Cluster_1_Mean","Cluster_1_SD","Cluster_1_Median","Difference","Fold_Change","P_Value","Significance"
"Baseline_SCM_MVC_Warmup",6.02467660523954,4.58495600884601,5.34967054303778,17.8781769605763,20.7367440761038,11.1062080389979,11.8535003553368,2.96749155714483,0.000157965779185555,"***"
"Mean_SCM_MVC_Increase",16.9650789110624,15.3407576917313,14.3961481796543,53.3078983724895,44.1754931951142,39.7968824987279,36.342819461427,3.14221340507464,0.000216923105876181,"***"
"SCM_Peak_MVC_WanT",67.3814681197247,47.9400233759544,61.6279004179634,241.037082722577,84.2749531277348,210.744353503909,173.655614602852,3.57720140935928,6.79957068888907e-12,"***"
"CCI_SCML_MTL_Change",-0.107398880538111,0.213534294193818,-0.0869474512081997,-0.33296034786785,0.246820898441568,-0.316407316678577,-0.225561467329739,3.1002217732586,0.00149595352646436,"**"
"SCM_Bilateral_Asymmetry",29.5993337029287,27.1579555376475,19.4853211934088,146.143509338327,101.774055362051,117.564571913924,116.544175635398,4.93739186175894,1.11035263024239e-06,"***"
