Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
phase,109.00594712389429,3,36.33531570796476,61.53922749905977,6.77256703602958e-27,3.391975593820383e-14,0.43580826450328075,0.4803759268726741,False,0.17116382286033244,2.880510923266285e-19
Error,99.19417722673468,168,0.590441531111516,,,,,,,,
