Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
phase,330.27455550533216,3,110.09151850177739,62.88483480402984,2.616163199964724e-27,2.2502345142887407e-18,0.3735986415841836,0.6400950478515763,False,0.37162964985328634,1.9636460859636662e-10
Error,294.115030530594,168,1.7506847055392503,,,,,,,,
