Contrast,A,B,mean(A),std(A),mean(B),std(B),Paired,Parametric,W-val,alternative,p-unc,p-corr,p-adjust,hedges
phase,CD,ST,-0.9308808232228704,0.7590236277040499,0.03976265613036576,0.17357320159360717,True,False,5.0,two-sided,6.890758207491713e-11,4.134454924495028e-10,bonf,-1.7511617877018293
phase,CD,VO2,-0.9308808232228704,0.7590236277040499,0.0549228792744946,0.4185265289262651,True,False,30.0,two-sided,2.542420611111184e-10,1.5254523666667102e-09,bonf,-1.5976424583054107
phase,CD,WanT,-0.9308808232228704,0.7590236277040499,-2.032866999125293,1.0967468932652231,True,False,96.0,two-sided,6.631416634102543e-09,3.9788499804615253e-08,bonf,1.1605990319654034
phase,ST,WanT,0.03976265613036576,0.17357320159360717,-2.032866999125293,1.0967468932652231,True,False,0.0,two-sided,5.28272486561805e-11,3.16963491937083e-10,bonf,2.6220072564050954
phase,VO2,WanT,0.0549228792744946,0.4185265289262651,-2.032866999125293,1.0967468932652231,True,False,2.0,two-sided,5.876275546778772e-11,3.5257653280672627e-10,bonf,2.498329725729213
