Contrast,A,B,mean(A),std(A),mean(B),std(B),Paired,Parametric,W-val,alternative,p-unc,p-corr,p-adjust,hedges
phase,Cooldown,SecondThreshold,8.581121148765543,12.142610738101643,12.290337027470557,14.52833696837498,True,False,416.0,two-sided,0.0011238427299282944,0.011238427299282944,bonf,-0.27518106303393597
phase,Cooldown,VO2max,8.581121148765543,12.142610738101643,21.239876848379637,19.669881941791218,True,False,58.0,two-sided,1.0480195365599193e-09,1.0480195365599192e-08,bonf,-0.7692538412341268
phase,Cooldown,WanT,8.581121148765543,12.142610738101643,28.976346222081993,27.04234043762694,True,False,32.0,two-sided,4.2584350888165333e-10,4.2584350888165335e-09,bonf,-0.9664756816348041
phase,Cooldown,Warmup,8.581121148765543,12.142610738101643,8.129012462443514,6.552889561886511,True,False,749.0,two-sided,0.5406826470310391,1.0,bonf,0.046027650383277316
phase,SecondThreshold,VO2max,12.290337027470557,14.52833696837498,21.239876848379637,19.669881941791218,True,False,200.0,two-sided,6.568684787817941e-07,6.568684787817941e-06,bonf,-0.5141016184278627
phase,SecondThreshold,WanT,12.290337027470557,14.52833696837498,28.976346222081993,27.04234043762694,True,False,259.0,two-sided,6.6393891421219305e-06,6.639389142121931e-05,bonf,-0.7635444565904081
phase,SecondThreshold,Warmup,12.290337027470557,14.52833696837498,8.129012462443514,6.552889561886511,True,False,441.0,two-sided,0.002221474982603779,0.02221474982603779,bonf,0.3667702634771166
phase,VO2max,WanT,21.239876848379637,19.669881941791218,28.976346222081993,27.04234043762694,True,False,503.0,two-sided,0.010278922787237871,0.10278922787237871,bonf,-0.32499372910844154
phase,VO2max,Warmup,21.239876848379637,19.669881941791218,8.129012462443514,6.552889561886511,True,False,160.0,two-sided,1.213114934201363e-07,1.2131149342013629e-06,bonf,0.8883130120931022
phase,WanT,Warmup,28.976346222081993,27.04234043762694,8.129012462443514,6.552889561886511,True,False,178.0,two-sided,2.625850064491105e-07,2.625850064491105e-06,bonf,1.0524618844190023
