Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
phase,35308.08387661333,4,8827.020969153333,25.611390839500018,1.7340268429392556e-17,1.0870253551615314e-09,0.18860094187511198,0.48719832379717853,False,0.05328811488954226,1.0740335751236759e-29
Error,77202.08205330509,224,344.6521520236834,,,,,,,,
