subject,angle_plane,angle_name,power_source,slope_per_watt,slope_per_100w,slope_per_pct_wmax,slope_per_10pct_wmax,intercept,r_squared,p_value,n_minutes
subject_582,angle_frontal,Frontal (Lateral Bending),file,0.033320353063343716,3.3320353063343715,0.10662512980269988,1.0662512980269987,-26.008134302526827,0.40686572155358924,0.04722526359957618,10
subject_583,angle_frontal,Frontal (Lateral Bending),file,-0.05892393561786084,-5.8923935617860845,-0.2121261682242991,-2.121261682242991,16.403513326410522,0.7793290282971207,0.0007150198694470914,10
subject_584,angle_frontal,Frontal (Lateral Bending),file,-0.09298023620149433,-9.298023620149433,-0.2882387322246324,-2.8823873222463243,14.73291757049891,0.1445358045719929,0.20004778723954975,13
subject_585,angle_frontal,Frontal (Lateral Bending),file,0.01448598130841122,1.448598130841122,0.04925233644859815,0.49252336448598155,6.538161993769467,0.2664143395231134,0.1266858296983838,10
subject_586,angle_frontal,Frontal (Lateral Bending),file,0.05312143996354522,5.312143996354522,0.20186147186147185,2.0186147186147183,-15.088744588744586,0.6544104827176557,0.015029389824734634,8
subject_587,angle_frontal,Frontal (Lateral Bending),file,0.056010233279984466,5.601023327998447,0.12602302487996508,1.2602302487996508,-40.820159804064204,0.4530426532229533,0.09748009699240337,7
subject_588,angle_frontal,Frontal (Lateral Bending),file,0.03755844942876228,3.7558449428762284,0.12769872805779178,1.2769872805779179,-3.2979962491363137,0.8339373339556514,3.3490465789254456e-05,12
subject_590,angle_frontal,Frontal (Lateral Bending),file,0.03432610124917817,3.432610124917817,0.15790006574621956,1.5790006574621955,-10.780736357659434,0.43464003546150176,0.027340228517627286,11
subject_591,angle_frontal,Frontal (Lateral Bending),file,-0.0074504442925495545,-0.7450444292549554,-0.02831168831168831,-0.2831168831168831,-17.15800865800866,0.4972031191150416,0.05075881168602486,8
subject_594,angle_frontal,Frontal (Lateral Bending),file,0.05168281754715016,5.168281754715016,0.12662290299051784,1.2662290299051784,-11.74997395019277,0.5847326072852757,0.02709903194706978,8
subject_595,angle_frontal,Frontal (Lateral Bending),file,0.030932814302191483,3.0932814302191485,0.09589172433679358,0.9589172433679358,-55.28388119953865,0.6189928781472266,0.011883045250838054,9
subject_596,angle_frontal,Frontal (Lateral Bending),file,0.022623483328556418,2.262348332855642,0.07522308206745007,0.7522308206745008,-5.278255469571033,0.8115209998286486,0.0003746351006227772,10
subject_597,angle_frontal,Frontal (Lateral Bending),file,0.21205473255682458,21.20547325568246,0.5725477779034265,5.725477779034264,-41.6848731576765,0.6635871833771577,0.004104867207143952,10
subject_598,angle_frontal,Frontal (Lateral Bending),file,0.05814885093822476,5.814885093822475,0.15409445498629554,1.5409445498629553,-48.902171621336706,0.5199087882676373,0.01861309223990833,10
subject_600,angle_frontal,Frontal (Lateral Bending),file,-0.09218713450292397,-9.218713450292396,-0.23277251461988305,-2.3277251461988304,25.3366081871345,0.6271646220815195,0.033785653144685436,7
subject_602,angle_frontal,Frontal (Lateral Bending),file,-0.06534025374855824,-6.534025374855824,-0.1796856978085352,-1.7968569780853518,32.104815455594,0.3637266991342115,0.08557004702539242,9
subject_603,angle_frontal,Frontal (Lateral Bending),file,0.03827067669172931,3.827067669172931,0.13299060150375938,1.3299060150375939,-18.467481203007516,0.3043714755639097,0.07849841875664613,11
subject_604,angle_frontal,Frontal (Lateral Bending),file,-0.0001396911692528411,-0.01396911692528411,-0.0004400271831464536,-0.004400271831464536,-0.10166308000151014,0.0004190735077585237,0.9523618561097233,11
subject_605,angle_frontal,Frontal (Lateral Bending),file,0.05415786952866889,5.415786952866889,0.20038411725607488,2.003841172560749,-32.81384278536938,0.2689449555665761,0.1525851077136195,9
subject_606,angle_frontal,Frontal (Lateral Bending),file,0.0463573883161512,4.63573883161512,0.12980068728522337,1.2980068728522336,-9.27938144329897,0.713204145658483,0.034384274058161565,6
subject_607,angle_frontal,Frontal (Lateral Bending),file,0.3006907701273882,30.06907701273882,0.8870377718757952,8.870377718757952,-64.54556294668761,0.7196766710511683,0.0019194588969510056,10
subject_608,angle_frontal,Frontal (Lateral Bending),manual,0.25315520945220193,25.315520945220193,0.8100966702470462,8.100966702470462,-39.055764411027575,0.6575892405375313,0.026890794901864776,7
subject_609,angle_frontal,Frontal (Lateral Bending),manual,0.060681818181818184,6.068181818181818,0.18204545454545454,1.8204545454545453,-9.454545454545455,0.5215759438103601,0.012075441889450419,11
subject_610,angle_frontal,Frontal (Lateral Bending),manual,-0.00708943833943834,-0.708943833943834,-0.022686202686202687,-0.2268620268620269,6.565628815628816,0.013850836339728795,0.7813612016608837,8
subject_611,angle_frontal,Frontal (Lateral Bending),manual,0.0044580419580419585,0.44580419580419584,0.017832167832167834,0.17832167832167833,15.2488344988345,0.0026327950962462122,0.8741696199646167,12
subject_612,angle_frontal,Frontal (Lateral Bending),manual,-0.12975468975468976,-12.975468975468976,-0.3438499278499278,-3.438499278499278,35.56940836940837,0.6968929003721352,0.0026558847425068115,10
subject_613,angle_frontal,Frontal (Lateral Bending),manual,0.00903846153846154,0.9038461538461541,0.036153846153846196,0.361538461538462,-2.025641025641026,0.4079409048938136,0.3612974832570224,4
subject_614,angle_frontal,Frontal (Lateral Bending),manual,0.00525129342202513,0.525129342202513,0.019954915003695492,0.19954915003695492,-1.8269770879526979,0.4249879506407736,0.029739653293703705,11
subject_615,angle_frontal,Frontal (Lateral Bending),manual,-0.09327117327117329,-9.327117327117328,-0.19120590520590522,-1.9120590520590521,8.470707070707075,0.2919063890088151,0.1069008187974787,10
subject_616,angle_frontal,Frontal (Lateral Bending),manual,0.014685523271997791,1.4685523271997791,0.04993077912479255,0.4993077912479255,68.52979909964388,0.012779825687256921,0.7558439306581202,10
subject_617,angle_frontal,Frontal (Lateral Bending),manual,-0.003838383838383837,-0.3838383838383837,-0.010939393939393936,-0.10939393939393936,-9.004040404040405,0.17142404896322447,0.23424225182538727,10
subject_618,angle_frontal,Frontal (Lateral Bending),manual,-0.04675568684189374,-4.675568684189374,-0.2010494534201431,-2.010494534201431,18.48337151354393,0.7844308232620498,0.00012654579294971234,12
subject_619,angle_frontal,Frontal (Lateral Bending),manual,0.032847082494969815,3.2847082494969815,0.12481891348088535,1.2481891348088534,-11.154258886653253,0.3210296589809447,0.18476521690611977,7
subject_620,angle_frontal,Frontal (Lateral Bending),manual,-0.028860028860028863,-2.8860028860028866,-0.09235209235209234,-0.9235209235209234,0.9776334776334794,0.21935548970016308,0.14623896646665,11
subject_621,angle_frontal,Frontal (Lateral Bending),manual,0.3544530182461217,35.445301824612166,1.0101911020014467,10.101911020014466,-60.442923934303245,0.9022631024998672,2.2902209508447994e-06,12
subject_623,angle_frontal,Frontal (Lateral Bending),manual,-0.0007836990595611286,-0.07836990595611286,-0.002978056426332289,-0.02978056426332289,0.18808777429467088,0.25,0.11730680301423817,11
subject_624,angle_frontal,Frontal (Lateral Bending),manual,-0.06852850845785395,-6.852850845785395,-0.21929122706513263,-2.1929122706513264,-6.982065848729329,0.5000245718740226,0.0031966469742314364,15
subject_626,angle_frontal,Frontal (Lateral Bending),file,-0.11104241583075727,-11.104241583075728,-0.34978360986688545,-3.4978360986688544,25.715538451832696,0.595285593597948,0.003290767152542862,12
subject_627,angle_frontal,Frontal (Lateral Bending),file,-0.004356480536851895,-0.4356480536851895,-0.011980321476342716,-0.11980321476342716,7.165086490285431,0.016013300129698517,0.7108182546897226,11
subject_628,angle_frontal,Frontal (Lateral Bending),file,-0.0058787936689914345,-0.5878793668991434,-0.014696984172478588,-0.1469698417247859,1.8518040826725266,0.05473564112117445,0.5153247832307454,10
subject_629,angle_frontal,Frontal (Lateral Bending),file,-0.14796081111870588,-14.796081111870588,-0.3699020277967647,-3.6990202779676467,17.031328320802007,0.9505911232735216,3.841320674175245e-05,8
subject_630,angle_frontal,Frontal (Lateral Bending),file,-0.12958477508650518,-12.958477508650518,-0.36283737024221446,-3.6283737024221447,30.384083044982695,0.6872649781539556,0.0057332694559081515,9
subject_631,angle_frontal,Frontal (Lateral Bending),file,0.16484819734345355,16.484819734345354,0.4945445920303605,4.945445920303605,-30.295224541429484,0.33734614320034223,0.10100949016875743,9
subject_632,angle_frontal,Frontal (Lateral Bending),file,-0.060575259515570926,-6.057525951557093,-0.20595588235294118,-2.0595588235294118,20.071150519031143,0.4889662879052281,0.036049832042113324,9
subject_541,angle_horizontal,Horizontal (Rotation),file,-0.01792524790236461,-1.792524790236461,-0.03585049580472922,-0.35850495804729215,5.43630816170862,0.07603670139089684,0.5494688693049278,7
subject_560,angle_horizontal,Horizontal (Rotation),file,0.013582677165354334,1.3582677165354333,0.02173228346456692,0.2173228346456692,-0.9790026246719163,0.04674337777603239,0.5763542087581921,9
subject_570,angle_horizontal,Horizontal (Rotation),file,0.004065607285568256,0.4065607285568256,0.01057057894247747,0.1057057894247747,-0.7087863581451539,0.42688876498466694,0.15940669262975402,6
subject_571,angle_horizontal,Horizontal (Rotation),file,-9.615384615384565e-05,-0.009615384615384566,-0.0002884615384615431,-0.0028846153846154307,-0.0871794871794873,0.00048076923076922554,0.9671155950573527,6
subject_572,angle_horizontal,Horizontal (Rotation),file,-0.017233429394812674,-1.7233429394812674,-0.04653025936599424,-0.4653025936599424,3.4209894332372706,0.44806916426512955,0.008835191313838604,14
subject_573,angle_horizontal,Horizontal (Rotation),file,0.06575308262589788,6.575308262589788,0.22356048092805283,2.2356048092805283,-13.71625363074677,0.3923366682198152,0.021990193972402806,13
subject_574,angle_horizontal,Horizontal (Rotation),file,-0.06538642789820923,-6.538642789820923,-0.18962064090480676,-1.8962064090480677,30.930529374803648,0.3847223233177412,0.10087045346925028,8
subject_575,angle_horizontal,Horizontal (Rotation),file,0.0020740740740740737,0.20740740740740737,0.006222222222222222,0.06222222222222222,-0.5165432098765431,0.3266666666666666,0.10789541439136703,9
subject_577,angle_horizontal,Horizontal (Rotation),file,0.3221993127147766,32.219931271477655,0.934378006872852,9.34378006872852,-92.55876288659793,0.7810623162611379,0.01947662233163834,6
subject_578,angle_horizontal,Horizontal (Rotation),file,-0.03135568930925766,-3.135568930925766,-0.09406706792777299,-0.9406706792777298,-12.719977070793924,0.33718667206089015,0.07837813372913881,10
subject_579,angle_horizontal,Horizontal (Rotation),file,-0.02312020460358056,-2.312020460358056,-0.08323273657289006,-0.8323273657289005,6.778857630008525,0.3157836164630865,0.029242830485887494,15
subject_580,angle_horizontal,Horizontal (Rotation),file,0.010977261054302658,1.0977261054302658,0.05049540084979224,0.5049540084979224,16.139328570761542,0.445213468752137,0.01776534427849805,12
subject_581,angle_horizontal,Horizontal (Rotation),file,0.01201923076923077,1.201923076923077,0.03605769230769231,0.36057692307692313,-3.2692307692307696,0.48076923076923056,0.12661387373191096,6
subject_582,angle_horizontal,Horizontal (Rotation),file,-0.08161993769470405,-8.161993769470405,-0.26118380062305296,-2.6118380062305295,54.018172377985465,0.7657520507654877,0.0009140506743132827,10
subject_583,angle_horizontal,Horizontal (Rotation),file,-0.0051531671858774655,-0.5153167185877465,-0.01855140186915888,-0.1855140186915888,1.5879196953963308,0.3653227451416702,0.06418517225651316,10
subject_584,angle_horizontal,Horizontal (Rotation),file,-0.19857194504699927,-19.857194504699926,-0.6155730296456977,-6.155730296456977,52.26111713665943,0.30438999477594714,0.05061719548495241,13
subject_585,angle_horizontal,Horizontal (Rotation),file,0.0,0.0,0.0,0.0,0.0,,,10
subject_586,angle_horizontal,Horizontal (Rotation),file,0.04611528822055137,4.611528822055138,0.17523809523809522,1.7523809523809522,-13.571428571428571,0.6434099955771782,0.016607676386259,8
