Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
phase,1.5068904336756974,4,0.37672260841892435,12.473202270841636,3.541639169201393e-09,4.497948412470009e-08,0.1047370815633433,0.8441338760953979,False,0.6419894961992538,0.004137288650288238
Error,6.765372873260162,224,0.030202557469911438,,,,,,,,
