Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
phase,0.20886882762994924,4,0.05221720690748731,3.7716142708100864,0.005449367264597746,0.010413398595632655,0.03755153363810758,0.7906473176628322,False,0.5228561145974204,5.348711963336998e-05
Error,3.1012329224125272,224,0.013844789832198782,,,,,,,,
