Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
phase,0.8899507965393912,4,0.2224876991348478,9.171054894165175,6.900542793159227e-07,1.3113726075838264e-05,0.08256535632493553,0.7395618755802169,False,0.4938970582323658,1.119821622026232e-05
Error,5.5312279762951855,228,0.024259771825856077,,,,,,,,
