Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
phase,1.2682874199046346,4,0.31707185497615864,9.385311330985116,4.96216541212395e-07,7.321189747070965e-06,0.09868296275091333,0.7682392067799019,False,0.5190817616934907,4.55604190675582e-05
Error,7.567580127062721,224,0.033783839852958575,,,,,,,,
