Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
phase,0.43843526098806246,4,0.10960881524701561,5.3281619749340186,0.0004045219559943967,0.0013938828531969885,0.05117019114119888,0.770595503674406,False,0.5151991805957571,2.939423889811112e-05
Error,4.690324729970138,228,0.020571599692851484,,,,,,,,
