Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
phase,1.0626224903386334,4,0.26565562258465836,9.74837039064901,2.6929307460290686e-07,1.497948954707519e-06,0.10283325321388605,0.8590229456895029,False,0.6542253364807664,0.005159382980787364
Error,6.2132930451024455,228,0.027251285285537042,,,,,,,,
