Time (s),Period,MTL,MTR,SCML,SCMR,STL,STR,UTR,UTL,angle sagital,angle frontal,angle horzintal
480.9994,Second_threshold,8.029543579853266,8.956864666335346,5.801351810335575,9.053782243721942,11.73678873096594,12.10347755919293,6.223994691588254,5.72857974450789,-5.0,-20.0,40.0
481.9992,Second_threshold,7.088451302461201,9.203539493618747,5.614587132659199,8.253525603371902,10.69183079490847,12.15742160418928,6.131992561348285,6.392137512286708,0.0,-10.0,20.0
482.9998,Second_threshold,7.097709420935931,9.690179387330424,5.865539653355945,8.125779373778746,10.14510514273728,12.10450560329905,6.258104220823355,5.706744317584278,-5.0,-20.0,40.0
483.9996,Second_threshold,7.048790190911051,8.37328580367901,5.808108330258933,8.678982267014781,10.37434942038041,11.56554491108729,5.908536911768283,6.321006766297169,0.0,-20.0,20.0
484.9994,Second_threshold,7.154436717245525,8.430063432009336,5.633352047795134,9.964230856702905,10.27543554555984,12.4924934781396,5.813135299491372,5.455838136628667,0.0,-20.0,20.0
485.9992,Second_threshold,7.43800074847583,7.673554908785537,6.046067245278334,10.02597849062892,12.0267417856484,12.21561900476938,6.061976843159149,5.873968764954911,0.0,-20.0,20.0
486.9998,Second_threshold,7.734066565788305,8.4245221780015,5.609177824912813,8.942326664906107,10.59616655256752,12.1915021238244,5.778677228559053,6.151597558505171,-5.0,-20.0,40.0
487.9996,Second_threshold,8.112330813231116,7.351468534899986,6.180714367352905,8.698840390591425,11.67220775129933,12.79702240074,6.770189551927364,5.201159306340577,0.0,-20.0,20.0
488.9994,Second_threshold,7.599282902530851,8.811248100335067,5.628130867642279,9.655302828722467,11.03670176800127,11.62050791076108,5.59690421673622,5.325446993974431,-5.0,-20.0,40.0
489.9992,Second_threshold,7.831570964256745,8.581708066730956,6.350927127199521,8.495847643653287,11.46012050124978,11.95731948444115,5.65292260211818,5.990280778096025,0.0,-20.0,20.0
490.9998,Second_threshold,8.889012596634581,8.394451012845337,6.055295033427152,8.294210061653487,11.32773306762297,12.4379876188855,5.890748561198197,5.934688154431833,-5.0,-20.0,40.0
491.9995,Second_threshold,7.904257602002108,8.365253066346522,6.680507575038617,8.455372435113173,11.84137220737963,12.38463033019311,5.902614188177952,5.461302620453419,-5.0,-10.0,20.0
492.9994,Second_threshold,7.702101781343034,7.445640888888763,6.509895155970775,9.236904982496958,12.89465311096427,13.84340187120674,6.041912695047521,5.530008075981745,-5.0,-20.0,40.0
493.9999,Second_threshold,6.78400582514533,7.460285730034636,5.160319262187246,8.171929254083912,10.97823711438992,13.05028932512153,6.516865782216057,6.370880112073011,0.0,-10.0,40.0
494.9997,Second_threshold,6.629020356971233,8.486857327601852,6.446062978361311,10.47888857214999,10.07484638299495,13.00142388868501,7.04449680107005,5.858845311370293,0.0,-20.0,40.0
495.9995,Second_threshold,7.006440045547762,8.455255204767203,7.794517673426675,11.29434493200816,11.09008565559662,14.07991066953348,5.396977859735586,6.134850139720111,0.0,-20.0,40.0
496.9993,Second_threshold,7.459017547120993,7.364330629381821,6.005703807657927,9.354449569508066,11.12247546782728,12.6147426196898,6.080155462501225,6.628317338960535,0.0,-20.0,20.0
497.9999,Second_threshold,8.76905145134008,7.45234859254632,7.236338054267565,9.204812006950263,12.25512586326109,12.49782871979298,5.697632999811813,5.684093256557094,-5.0,-20.0,20.0
498.9997,Second_threshold,6.906759613786311,8.450315289305374,9.028569848957414,10.04732725571339,11.30830889033265,12.55352571735399,6.144843928217384,5.938384852956348,-5.0,-20.0,20.0
499.9995,Second_threshold,6.815590895975682,8.01352032435591,6.747767800452253,9.373197752126012,11.0433892625795,12.03476611967516,5.481897395186896,6.407449334411242,0.0,-20.0,20.0
500.9993,Second_threshold,7.885528872854049,9.708683099733365,7.580399187637899,10.77489055215104,11.8287692469771,12.84128553375762,5.594143667643134,5.356503793006917,-5.0,-20.0,20.0
501.9999,Second_threshold,87.70119218630776,9.271521245013972,7.768570826779366,10.84849481179944,13.13061040288879,12.48621721006991,6.482819341683951,5.618792706693969,0.0,-20.0,20.0
502.9997,Second_threshold,22.31779370744989,8.788809084921315,8.464185820966835,11.10884602828092,11.12710048689772,13.70895564894428,6.36677066955551,5.423560869357392,-5.0,-20.0,20.0
503.9995,Second_threshold,7.493673496574126,9.216551877142095,7.815850366409379,9.996131583812774,11.14775762469301,12.61450386424104,6.167375187448196,5.249389529358162,0.0,-10.0,20.0
504.9993,Second_threshold,7.481884615298702,8.949106620046761,7.034642771078224,10.61387705177795,10.91791406290488,12.49284620244373,6.352068849390529,10.93928485881147,-5.0,-20.0,40.0
505.9998,Second_threshold,7.695006370935847,9.411405904037617,7.357189620063498,10.99976768712394,10.86891477735856,12.61126878617022,7.297674147490513,8.666102720080337,-5.0,-10.0,20.0
506.9996,Second_threshold,6.454809807898068,7.845311554647724,7.337868383405211,9.590925341068125,11.23646964091667,12.24119829506267,6.180507177737445,5.970882798807686,-5.0,-20.0,20.0
