Time (s),Period,MTL,MTR,SCML,SCMR,STL,STR,UTR,UTL,angle sagital,angle frontal,angle horzintal
420.9999,Second_threshold,,3.4248683703598,5.87247319154018,4.813939640364382,5.604922004596287,8.454168946059244,3.463824440001043,3.279626576599234,-10.0,-10.0,20.0
421.9997,Second_threshold,,3.323694459452625,6.138793957539853,4.779006466687886,6.272399000276734,8.415190253467518,3.00766480941741,2.817717106838546,-5.0,-10.0,20.0
422.9995,Second_threshold,,3.01441272329044,6.288273484605997,5.218437340190982,6.186560476373014,8.703710013899647,2.919593625985674,2.860351598724221,-10.0,-10.0,20.0
423.9993,Second_threshold,,2.959816453395599,6.290256110107814,5.018405566214876,5.549520496354148,8.659184611065463,2.964969223960111,3.209315902728033,-5.0,-10.0,20.0
424.9998,Second_threshold,,3.254719069794636,5.133496993382271,4.638240673277965,5.150964059569221,8.561232451724871,3.205353530927185,3.163357393252207,-5.0,-10.0,20.0
425.9996,Second_threshold,,3.024602271775342,7.32138645019591,4.898148359102783,5.181310631610811,9.50964017738091,3.203504131494852,2.944413051757525,-5.0,-10.0,20.0
426.9994,Second_threshold,,3.033908569821385,5.383925596897702,4.429374832337672,5.142502344594519,9.336952216535545,3.544467497860681,3.428837455566753,-10.0,-10.0,20.0
427.9992,Second_threshold,,3.063673319029793,5.881867780810952,3.847474532004186,5.68840802897487,8.602016346785268,3.490734954325717,2.867817442411973,-5.0,-10.0,20.0
428.9998,Second_threshold,,3.253506909960051,4.50892360236024,4.817576661520556,5.739568752970745,9.194381948299188,3.217901923557958,3.221572437370672,-10.0,-10.0,20.0
429.9996,Second_threshold,,3.06323353515351,6.86857379029243,5.458082231216676,5.544297311185965,8.291636044256894,3.365023064506084,3.003274966372231,-10.0,-10.0,20.0
430.9994,Second_threshold,,3.168863893706726,4.428072240301273,4.537435748427441,5.2137144044602,8.028551517631454,4.166161676870026,3.170139286629789,-10.0,-10.0,20.0
431.9992,Second_threshold,,3.125652998052035,7.205473253544936,5.137880162687138,5.511641323409181,8.002249613353122,6.306813687172731,2.712243174290567,-10.0,-10.0,20.0
432.9998,Second_threshold,,3.182224277407257,5.318708541574433,4.411396511588709,5.410511077323334,8.374285722928608,3.098084002754833,3.113357041069345,-10.0,-10.0,20.0
433.9996,Second_threshold,,3.097029193286684,7.085801357201055,4.786968070216258,5.538863665390569,9.335134220572554,3.230239217160891,16.8613929095461,-5.0,-10.0,20.0
434.9994,Second_threshold,,2.849725534952268,4.633228144795066,4.308351394250484,5.237679626377422,9.015136345761327,2.915891162115943,2.572326405303817,-10.0,-10.0,20.0
435.9992,Second_threshold,,3.136297605281351,6.842988351504095,5.015630476994303,5.739457522123215,8.471501897861112,2.745676121588862,2.658277608181889,-10.0,-10.0,20.0
436.9998,Second_threshold,,3.050972825409317,8.56608524533628,4.778679680121243,5.540622241331607,8.739345573188062,2.617772610648345,3.07875046436237,-10.0,-10.0,20.0
437.9995,Second_threshold,,3.037311328457577,7.394562500819108,5.057609136097413,5.381781740345145,9.194125202515366,3.185659166432893,2.905315673791147,-10.0,-10.0,0.0
438.9994,Second_threshold,,2.999900469189691,5.172005804035923,4.96264729275056,4.716271732860361,9.131381844394495,2.776345733637795,3.67495289797171,-10.0,-10.0,20.0
439.9999,Second_threshold,,2.989314181578633,7.086281953286296,5.301717704548028,5.045275317759132,8.782402528217267,2.914080606387076,2.649701742430957,-5.0,-10.0,0.0
440.9997,Second_threshold,,2.976182644331332,5.926427074068261,5.038443263374535,4.994340643345712,9.100875558244928,2.955297846925576,2.831987990702882,-10.0,-10.0,20.0
441.9995,Second_threshold,,2.906026320182108,6.766424218984302,5.068871616222681,6.109844329532626,9.400586472151224,2.812529879623724,4.018983302348015,-5.0,-10.0,20.0
442.9993,Second_threshold,,3.044866657369065,6.348586709553913,5.18339070823332,6.585650406480073,8.761756761658198,2.922740640098485,3.629532692700706,-10.0,-10.0,0.0
443.9999,Second_threshold,,2.806857618368888,7.150972942740538,5.347855121090785,4.551359483409816,9.056039264051845,2.988951174520191,4.061384774643321,-10.0,-10.0,0.0
444.9997,Second_threshold,,3.083663810756588,5.915641954942408,5.344111529204644,4.950034051938999,9.709821997336578,3.00982934132286,3.563384166551402,-10.0,-10.0,0.0
445.9995,Second_threshold,,3.049639289721322,5.953482715471365,5.006940355244851,5.098751464641317,10.70587781915631,3.061423774449731,3.254476763314297,-5.0,-10.0,20.0
446.9993,Second_threshold,,2.959115978985884,7.656718288563959,5.612729208900912,5.102536432210288,10.13831250851272,2.796256311919606,2.773826002025901,-5.0,-10.0,0.0
447.9999,Second_threshold,,3.053343705478615,5.642033561359354,4.978819859607809,5.547713757515494,9.686750057609917,2.889889979585162,4.036763806680547,-10.0,-10.0,20.0
448.9997,Second_threshold,,3.196720970745085,7.405095929891253,4.845124184992773,5.365310935469201,9.321729546600029,3.045773776080227,4.172907355130997,-5.0,-10.0,0.0
449.9995,Second_threshold,,3.348189636302022,6.767101554919775,4.972324339713566,5.514961089934665,9.746000288575878,3.213112043255694,3.525348910210828,-10.0,-10.0,20.0
450.9993,Second_threshold,,2.982556015339727,6.277383956374946,4.956697608414783,5.171530002509658,9.034223401630237,2.815640486340992,2.786990688507783,-5.0,-10.0,20.0
451.9998,Second_threshold,,3.023756564104791,6.936272671985505,5.373033958116479,4.65904162564335,8.805234068669517,3.012546813351024,3.331155710593926,-10.0,-10.0,20.0
452.9996,Second_threshold,,2.98289167903982,7.924238717702632,4.863457010648302,5.377364431866511,7.912040453436745,3.06373960110982,3.4795917600604,-5.0,-10.0,20.0
453.9994,Second_threshold,,2.831224123901507,5.712890947891242,5.190366421669987,5.160235395996424,8.62961757437121,3.281730810396716,3.137178943493748,-10.0,-10.0,0.0
454.9992,Second_threshold,,2.664621056603839,6.626123102187695,5.041033969674586,5.057257524564202,9.256376011396945,2.962469155355081,3.662645737593365,-5.0,-10.0,20.0
455.9998,Second_threshold,,3.093641792081201,7.926602186223098,5.567810845616843,5.322665005852874,10.66913776099248,3.31158363968171,3.926572765715258,-5.0,-10.0,20.0
456.9996,Second_threshold,,3.253952453410456,5.948265951979433,5.184108472201707,5.172242476795546,10.39561489502895,3.125754746837984,4.069870109728294,-5.0,-10.0,20.0
457.9994,Second_threshold,,3.036352667528764,6.64847467880369,4.978354719673638,4.760932267960536,8.384141919880486,2.838249729957953,3.891648292446298,-10.0,-10.0,0.0
458.9992,Second_threshold,,3.014976387745463,5.18608748545824,4.74211483600498,4.9442601522545,8.705753351002606,3.0159862494496,6.362911399587778,-5.0,-10.0,0.0
459.9998,Second_threshold,,2.699795311054982,7.846408251967284,5.553852091913957,4.784118276379439,9.573722748029283,3.00166107622216,3.576272720112744,-5.0,-10.0,0.0
460.9996,Second_threshold,,2.990862585804679,5.728169781389584,4.977732697883322,4.882558810601944,9.053381875003442,2.9602290391476,5.33420386700822,-5.0,-10.0,0.0
461.9994,Second_threshold,,3.013807618144005,7.653050666699225,5.109419089883211,5.024665747295762,8.85656157661041,3.109419593436602,3.126887852325525,-5.0,-10.0,20.0
462.9992,Second_threshold,,2.93152440925218,6.624480959056051,5.14256186144065,4.793506955936438,9.402853359106896,2.808983142409228,3.554600312321873,-5.0,-10.0,0.0
463.9998,Second_threshold,,2.874030838527599,6.812932400600301,4.61925500867503,4.954985706955735,8.571469727870609,2.890558551223385,3.601644321549581,-5.0,-10.0,0.0
464.9995,Second_threshold,,3.109575570294052,6.744418945462372,5.0752366898986,4.854255512220728,8.56808001159613,2.777129379667944,3.391107427143282,-5.0,-10.0,0.0
465.9994,Second_threshold,,2.967382014855649,5.436599923955271,9.552302686025046,4.935443237499687,9.439373609209865,2.76145976462677,6.608391459079295,-5.0,-10.0,20.0
466.9999,Second_threshold,,3.144367330388937,8.275417475768545,5.488077567823557,4.675847775474967,8.936128231917834,2.859413877994021,5.874743339601609,-5.0,-10.0,20.0
467.9997,Second_threshold,,3.049503900580328,5.679346386626714,5.075713982456997,4.525054681085324,9.133627583692764,3.050836886657382,5.301042435288434,-10.0,-10.0,20.0
468.9995,Second_threshold,,2.996517852883574,6.407399572727923,5.458869340838809,4.74278308195183,10.01341681519936,3.041670228480339,4.473363245486173,-5.0,-10.0,20.0
469.9993,Second_threshold,,3.036356706668403,6.158778481295177,5.290034785048533,4.384898730038244,8.204438331697666,2.984919704330501,3.573579087492588,-10.0,-10.0,20.0
470.9999,Second_threshold,,2.855044149913228,5.452566424018519,5.021167505914553,4.602501419117303,9.11794723419242,2.94656943185195,4.488236137557769,-5.0,-10.0,20.0
471.9997,Second_threshold,,2.871528668137017,6.873346481652442,8.463274165669585,4.952790971091906,8.95104909957494,3.081621502267352,3.863062908967306,-5.0,-10.0,20.0
472.9995,Second_threshold,,2.946757788632276,5.447780622698823,5.778719125848345,5.091764687442949,10.5214456867301,3.301749863519637,8.394330605560178,-5.0,-10.0,20.0
473.9993,Second_threshold,,3.053829437787823,6.534358501020307,5.564694234504707,4.927540919940267,8.99560676156676,2.827574331263881,3.929396447745612,-5.0,-10.0,20.0
474.9999,Second_threshold,,2.908898928230003,6.419983534046757,7.629809286872029,4.603828413766144,9.077818439732456,2.650456420010404,4.130147862398142,-10.0,-10.0,20.0
475.9997,Second_threshold,,2.99213118582034,5.870433781952903,4.664778340319182,5.06365044904948,8.75714858244779,2.699487794081822,4.351421797220959,-5.0,-10.0,20.0
476.9995,Second_threshold,,2.94923202448899,9.809639512280869,5.371361861074527,4.93674353841898,9.032912111319915,3.049016717864432,4.464672517448619,-5.0,-10.0,20.0
477.9993,Second_threshold,,2.774835887673268,7.171918575007076,5.216090525030991,5.151986380534099,9.299024504430745,2.99449991962675,4.073703425676642,-5.0,-10.0,20.0
478.9998,Second_threshold,,2.853084255046218,6.011459572418472,4.848546591022977,5.012564814298942,8.37076850070844,2.918051527805554,4.025542971992111,-5.0,-10.0,20.0
479.9996,Second_threshold,,2.817991983462516,6.581894761926733,4.62720861958642,5.232823836785072,9.331953700158738,2.827819997895699,3.194896131825277,-5.0,-10.0,20.0
540.9998,Vo2max,,3.154385440205241,6.069541743247723,5.393202253804986,4.883927993193396,9.70389751212276,2.366542621766967,7.181383446784833,-5.0,-10.0,20.0
541.9996,Vo2max,,2.574278367613735,11.83292432185292,4.766943960967759,4.997541333568969,9.703502978330633,2.504971881248723,10.72221879368224,-5.0,-10.0,20.0
542.9994,Vo2max,,2.779111048249202,6.68169130663648,4.892299942368146,4.825462073428548,10.03377383169912,2.52678782435164,9.381608887205285,-5.0,-10.0,20.0
543.9999,Vo2max,,3.365629631357587,7.130633232370503,5.614656506820644,5.134565358074107,10.53844368418132,2.546042970578433,9.178758935388927,-5.0,-10.0,20.0
544.9998,Vo2max,,3.381961665574132,6.403548591799788,5.114362985680676,5.171619467979328,10.00863928930462,2.545711885031133,12.06309370190664,-5.0,-10.0,20.0
545.9996,Vo2max,,3.062991717346511,7.070766737632403,5.409394588572229,5.079397772532075,9.917997538287773,2.658621540756147,13.63792274816682,-5.0,-10.0,20.0
546.9993,Vo2max,,2.900682662306521,10.87265579613344,5.735737652810697,4.887009097001928,9.17933860195909,2.847587600079192,12.88975169251297,-5.0,-10.0,20.0
547.9999,Vo2max,,3.253856736767896,6.403496057502637,5.216083925754394,4.657316291785896,9.407721694349927,3.284807528179732,19.54733953862942,-5.0,-10.0,20.0
548.9998,Vo2max,,2.873158252055962,6.973898902882197,5.742554939525351,8.13267541151525,8.74130603104362,3.21038044568303,15.97893359174643,-5.0,-10.0,20.0
549.9995,Vo2max,,3.02729584509064,6.485057016139286,5.320160235653445,5.956268359479399,10.27068726718676,2.641537971811749,14.13243387200431,-5.0,-10.0,20.0
550.9993,Vo2max,,3.005063951152672,5.946082459580483,4.624875357126303,4.758240412165322,9.29713707125905,2.342596059064931,15.91054228395341,-5.0,-10.0,20.0
551.9999,Vo2max,,2.971112002416999,6.993120529295322,5.302447819888853,4.871831291009247,9.531767266165808,2.689273769027729,16.04032373449889,-5.0,-10.0,20.0
552.9997,Vo2max,,3.332778419953848,6.436661260531254,5.392801287461726,5.103629804667926,9.355442075562241,2.709184487498071,14.61163656273864,-5.0,-10.0,20.0
553.9995,Vo2max,,3.192686189855185,5.920275204841254,5.38374584095625,6.304704786730634,9.014337413056868,9.174114719443091,15.22256245450652,-5.0,-10.0,0.0
554.9993,Vo2max,,3.377514046183889,7.041180982567186,5.748762217786084,5.053959867050689,10.03621382202535,7.258773261545845,20.29290641894588,-5.0,-10.0,20.0
555.9999,Vo2max,,3.747718530657813,7.954266083164652,5.929295130380667,5.106763069484014,11.1037271650936,10.35452547492043,17.10557718929929,-5.0,-10.0,20.0
556.9997,Vo2max,,3.767827323640808,10.84701911059138,5.444109234513897,5.119690309242657,9.222808299044527,6.891814653994842,27.25043366219286,0.0,-10.0,20.0
557.9995,Vo2max,,4.170727167866528,10.74869227880403,6.428657420091399,4.840140920691244,9.922571460340189,6.31787002256623,20.43211360258544,-5.0,-10.0,20.0
558.9993,Vo2max,,4.18101523471685,8.171391654287216,5.365020200956319,5.111981967858538,9.264630658298604,8.379951351693093,23.18821018094951,-5.0,-10.0,20.0
559.9998,Vo2max,,4.009607663646252,8.856003804517185,6.100816429129755,5.201183674083964,9.037254352236769,6.773790165463741,22.12045529536579,-5.0,-10.0,20.0
560.9996,Vo2max,,3.351929907037281,6.779267648994589,5.852869457620646,5.065713025677121,7.812309169460225,7.727064627375436,22.95669086873684,-5.0,-10.0,20.0
561.9995,Vo2max,,3.7506724779863,8.364793105347472,5.341586359502495,5.545306396236904,9.170994481565875,7.318250502253818,28.49859914701183,10.0,-10.0,20.0
562.9992,Vo2max,,3.456489869378212,6.795835288368969,5.181692555862976,5.031165977344839,9.26521830865232,5.621644519918295,30.27182682918834,-5.0,-10.0,20.0
563.9998,Vo2max,,3.297389172993305,9.426309795077467,5.262528094696796,4.461269806112312,9.101788186762924,4.083958839253107,26.14711446554354,0.0,-10.0,20.0
564.9996,Vo2max,,3.653308125851731,8.035819023375845,5.563886319685161,4.682089495442012,8.917361775141414,4.210497006888416,16.80351223070464,-5.0,-10.0,20.0
565.9994,Vo2max,,3.463353086952349,7.559004903955715,5.240694834271081,4.995188273778534,8.537720247862898,7.439149050654401,20.98638940149051,-5.0,-10.0,20.0
566.9992,Vo2max,,3.473115786350525,8.650892185795543,5.82402132219168,4.859342122705988,8.920180574587448,5.527108466439183,19.45027979971839,-5.0,-10.0,20.0
567.9998,Vo2max,,3.496184555507848,11.55064556353682,5.906436361952096,4.966985531421012,8.68476087234916,6.400468088285536,20.21279150704078,-5.0,-10.0,20.0
568.9996,Vo2max,,3.327060477723316,9.683689466331018,5.540665955600234,4.660944745600495,8.224851899669904,7.330341667762649,25.85440016722702,-5.0,-10.0,20.0
569.9994,Vo2max,,3.426875728725721,10.24273817617054,5.994536563072187,5.122244426690318,8.820952862371744,6.753630583733313,15.08223427482603,-5.0,0.0,20.0
570.9999,Vo2max,,3.498000047677353,8.700988091576805,5.590834208579726,4.743317046879773,8.424906333645753,14.94223572720565,24.66480278362065,0.0,-10.0,0.0
571.9998,Vo2max,,3.981190815742699,8.52395176873919,5.450329753678094,5.343439427063676,9.08038074229942,8.350703473993931,30.53820998725619,10.0,-10.0,20.0
572.9996,Vo2max,,3.992258686796456,10.68449526166264,6.235766825614815,4.954448832415843,8.642588641812086,8.666243774897813,22.69228653638162,-5.0,-10.0,20.0
573.9993,Vo2max,,3.51267372089243,9.659326449628926,5.309382845875657,5.549452261813257,9.56034075888445,22.96756445745261,24.81484903387947,20.0,-10.0,20.0
574.9999,Vo2max,,4.093366211706565,6.887155397514113,5.122338459244879,4.828344168942334,8.097291401662305,18.61946613984323,21.84635339658823,-5.0,-10.0,20.0
575.9998,Vo2max,,3.764877144148655,9.573545969650233,6.161771210706403,5.661288827639757,8.542210190275537,18.59993520101242,34.78336847168828,-5.0,-10.0,20.0
